Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,days_stayed,Primary_Color_encoded,Sex_encoded,Intake_Condition_encoded,Intake_Type_encoded
ORG TABBY,Neutered,3,9/17/21,ILL MODERATETE,STRAY,85,22,2,8,3
GRAY,Neutered,3,10/23/21,ILL MODERATETE,OWNER SURRENDER,85,15,2,8,1
WHITE,Spayed,1,9/21/22,ILL MILD,STRAY,85,32,3,7,3
WHITE,Neutered,1,9/21/22,ILL MILD,STRAY,85,32,2,7,3
BLACK,Spayed,1,3/17/23,NORMAL,OWNER SURRENDER,85,0,3,13,1
BRN TABBY,Spayed,1,4/14/23,ILL MODERATETE,STRAY,85,5,3,8,3
BRN TABBY,Spayed,8,6/22/23,I/I REPORT,STRAY,85,5,3,6,3
ORG TABBY,Male,5,7/5/18,NORMAL,STRAY,84,22,1,13,3
BRN TABBY,Spayed,7,5/4/19,NORMAL,STRAY,84,5,3,13,3
GRAY,Spayed,4,6/7/19,UNDER AGE/WEIGHT,STRAY,84,15,3,14,3
BLACK,Spayed,6,6/26/19,NORMAL,STRAY,84,0,3,13,3
BRN TABBY,Spayed,4,9/25/19,NORMAL,STRAY,84,5,3,13,3
BRN TABBY,Spayed,7,9/25/19,NORMAL,STRAY,84,5,3,13,3
WHITE,Neutered,15,10/31/20,NORMAL,OWNER SURRENDER,84,32,2,13,1
TORTIE,Spayed,3,10/31/20,UNDER AGE/WEIGHT,STRAY,84,29,3,14,3
BLACK,Spayed,2,4/17/21,UNDER AGE/WEIGHT,STRAY,84,0,3,14,3
BLACK,Neutered,2,9/23/21,UNDER AGE/WEIGHT,STRAY,84,0,2,14,3
GRAY TABBY,Neutered,1,8/10/22,UNDER AGE/WEIGHT,STRAY,84,16,2,14,3
ORANGE,Neutered,0,3/10/23,UNDER AGE/WEIGHT,STRAY,84,21,2,14,3
CRM TABBY,Neutered,0,5/31/23,ILL MODERATETE,STRAY,84,13,2,8,3
CALICO DIL,Spayed,0,7/26/23,UNDER AGE/WEIGHT,STRAY,84,9,3,14,3
CHOC PT,Spayed,6,7/9/17,UNDER AGE/WEIGHT,STRAY,83,11,3,14,3
TORBI,Female,10,9/8/17,NORMAL,OWNER SURRENDER,83,28,0,13,1
ORG TABBY,Neutered,11,2/25/18,NORMAL,STRAY,83,22,2,13,3
BRN TABBY,Spayed,5,5/31/18,UNDER AGE/WEIGHT,STRAY,83,5,3,14,3
CALICO,Spayed,4,5/15/19,UNDER AGE/WEIGHT,STRAY,83,8,3,14,3
BLACK,Neutered,4,6/2/19,UNDER AGE/WEIGHT,STRAY,83,0,2,14,3
GRAY,Spayed,4,9/12/19,NORMAL,STRAY,83,15,3,13,3
BLACK,Spayed,4,9/12/19,NORMAL,STRAY,83,0,3,13,3
BLACK,Neutered,4,9/27/19,NORMAL,STRAY,83,0,2,13,3
BLACK,Spayed,4,10/17/19,NORMAL,STRAY,83,0,3,13,3
BRN TABBY,Neutered,6,7/23/20,NORMAL,OWNER SURRENDER,83,5,2,13,1
BLACK,Neutered,3,9/17/20,UNDER AGE/WEIGHT,STRAY,83,0,2,14,3
BLACK,Neutered,3,10/22/20,NORMAL,STRAY,83,0,2,13,3
TORTIE,Spayed,2,5/28/21,NORMAL,STRAY,83,29,3,13,3
TORTIE,Spayed,2,5/28/21,NORMAL,STRAY,83,29,3,13,3
BLACK,Spayed,2,7/11/21,INJURED  MILD,STRAY,83,0,3,10,3
GRAY,Spayed,8,10/28/21,INJURED  MILD,OWNER SURRENDER,83,15,3,10,1
BLACK,Neutered,0,6/15/23,UNDER AGE/WEIGHT,STRAY,83,0,2,14,3
BLACK,Spayed,5,5/13/18,UNDER AGE/WEIGHT,STRAY,82,0,3,14,3
BRN TABBY,Neutered,10,8/5/18,NORMAL,OWNER SURRENDER,82,5,2,13,1
BLACK,Spayed,4,6/4/19,ILL MILD,STRAY,82,0,3,7,3
GRAY TABBY,Spayed,4,6/17/19,NORMAL,STRAY,82,16,3,13,3
TORTIE,Spayed,4,7/23/19,NORMAL,STRAY,82,29,3,13,3
BRN TABBY,Neutered,13,10/25/19,NORMAL,STRAY,82,5,2,13,3
BRN TABBY,Spayed,6,6/27/20,NORMAL,OWNER SURRENDER,82,5,3,13,1
WHITE,Spayed,8,3/13/21,NORMAL,STRAY,82,32,3,13,3
BLACK,Spayed,2,5/23/21,UNDER AGE/WEIGHT,STRAY,82,0,3,14,3
CALICO,Spayed,1,11/19/22,UNDER AGE/WEIGHT,STRAY,82,8,3,14,3
TAN,Spayed,1,6/2/23,INJURED  SEVERE,STRAY,82,27,3,12,3
BLACK,Spayed,3,7/15/23,FRACTIOUS,STRAY,82,0,3,5,3
BLACK,Neutered,9,7/28/17,NORMAL,STRAY,81,0,2,13,3
BLACK,Male,5,9/12/18,NORMAL,STRAY,81,0,1,13,3
BLACK,Spayed,4,7/28/19,NORMAL,STRAY,81,0,3,13,3
BRN TABBY,Spayed,4,9/15/19,UNDER AGE/WEIGHT,STRAY,81,5,3,14,3
BLACK,Neutered,2,7/21/21,NORMAL,STRAY,81,0,2,13,3
BLACK,Spayed,2,11/2/21,ILL MILD,STRAY,81,0,3,7,3
WHITE,Spayed,1,4/11/22,UNDER AGE/WEIGHT,STRAY,81,32,3,14,3
ORG TABBY,Neutered,5,8/18/18,ILL MILD,STRAY,80,22,2,7,3
WHITE,Spayed,12,12/19/18,FRACTIOUS,OWNER SURRENDER,80,32,3,5,1
ORG TABBY,Neutered,4,8/14/19,NORMAL,STRAY,80,22,2,13,3
GRAY,Neutered,4,9/5/19,INJURED  MODERATE,STRAY,80,15,2,11,3
WHITE,Spayed,4,9/11/19,NORMAL,OWNER SURRENDER,80,32,3,13,1
WHITE,Spayed,4,9/11/19,NORMAL,OWNER SURRENDER,80,32,3,13,1
BRN TABBY,Neutered,4,9/25/19,NORMAL,STRAY,80,5,2,13,3
CALICO,Spayed,13,10/27/19,NORMAL,OWNER SURRENDER,80,8,3,13,1
WHITE,Neutered,1,6/30/22,NORMAL,STRAY,80,32,2,13,3
WHITE,Spayed,1,5/24/23,NORMAL,STRAY,80,32,3,13,3
BLK TABBY,Female,6,7/19/17,NORMAL,STRAY,79,2,0,13,3
BLUE PT,Male,6,7/19/17,NORMAL,STRAY,79,4,1,13,3
BLACK,Neutered,14,1/23/19,NORMAL,STRAY,79,0,2,13,3
BRN TABBY,Spayed,5,4/29/20,NORMAL,OWNER SURRENDER,79,5,3,13,1
BRN TABBY,Neutered,1,7/1/22,UNDER AGE/WEIGHT,STRAY,79,5,2,14,3
BRN TABBY,Neutered,1,9/29/22,UNDER AGE/WEIGHT,STRAY,79,5,2,14,3
BLACK,Neutered,1,9/29/22,UNDER AGE/WEIGHT,STRAY,79,0,2,14,3
SEAL PT,Neutered,2,11/22/22,NORMAL,OWNER SURRENDER,79,24,2,13,1
LI LYNX PT,Spayed,2,1/13/23,FRACTIOUS,STRAY,79,19,3,5,3
CALICO,Spayed,9,2/8/17,NORMAL,OWNER SURRENDER,78,8,3,13,1
BLACK,Male,8,8/1/18,NORMAL,OWNER SURRENDER,78,0,1,13,1
BLACK,Neutered,5,9/26/18,NORMAL,STRAY,78,0,2,13,3
BLACK,Spayed,19,5/24/19,NORMAL,STRAY,78,0,3,13,3
BLACK,Spayed,9,11/2/19,NORMAL,WELFARE SEIZED,78,0,3,13,4
BLACK,Neutered,7,11/6/20,NORMAL,OWNER SURRENDER,78,0,2,13,1
BLUE PT,Neutered,9,11/6/20,ILL MODERATETE,STRAY,78,4,2,8,3
TORTIE,Spayed,3,3/5/21,NORMAL,STRAY,78,29,3,13,3
ORG TABBY,Neutered,2,7/16/21,UNDER AGE/WEIGHT,STRAY,78,22,2,14,3
BLACK,Spayed,2,1/5/23,NORMAL,OWNER SURRENDER,78,0,3,13,1
ORG TABBY,Neutered,4,1/11/23,NORMAL,STRAY,78,22,2,13,3
WHITE,Male,8,10/6/17,NORMAL,STRAY,77,32,1,13,3
BLACK,Male,5,5/31/18,UNDER AGE/WEIGHT,STRAY,77,0,1,14,3
LYNX PT,Spayed,5,8/7/18,NORMAL,STRAY,77,20,3,13,3
LYNX PT,Neutered,5,8/7/18,NORMAL,STRAY,77,20,2,13,3
WHITE,Spayed,16,12/29/18,INJURED  MILD,CONFISCATE,77,32,3,10,0
WHITE,Neutered,12,10/8/20,ILL MODERATETE,STRAY,77,32,2,8,3
BLACK,Neutered,3,10/15/20,NORMAL,STRAY,77,0,2,13,3
GRAY,Neutered,4,3/10/21,NORMAL,RETURN,77,15,2,13,2
BLACK,Neutered,3,4/1/21,ILL MILD,STRAY,77,0,2,7,3
CALICO,Spayed,2,4/2/21,NORMAL,STRAY,77,8,3,13,3
GRAY,Spayed,2,6/11/21,UNDER AGE/WEIGHT,STRAY,77,15,3,14,3
BLACK,Spayed,2,7/21/21,NORMAL,STRAY,77,0,3,13,3
BRN TABBY,Neutered,3,8/4/21,NORMAL,STRAY,77,5,2,13,3
BLACK,Neutered,2,6/15/22,ILL MILD,STRAY,77,0,2,7,3
BLACK,Neutered,2,6/15/22,ILL MILD,STRAY,77,0,2,7,3
WHITE,Neutered,5,7/24/22,INJURED  SEVERE,STRAY,77,32,2,12,3
GRAY TABBY,Spayed,1,8/10/22,UNDER AGE/WEIGHT,STRAY,77,16,3,14,3
BLACK,Neutered,6,5/4/17,NORMAL,STRAY,76,0,2,13,3
BRN TABBY,Spayed,6,6/28/17,NORMAL,STRAY,76,5,3,13,3
BRN TABBY,Spayed,10,5/12/18,NORMAL,STRAY,76,5,3,13,3
BLK TABBY,Spayed,5,8/1/18,NORMAL,STRAY,76,2,3,13,3
BLACK,Female,5,9/26/18,UNDER AGE/WEIGHT,STRAY,76,0,0,14,3
BLACK,Spayed,4,5/26/19,INJURED  SEVERE,STRAY,76,0,3,12,3
BLACK,Spayed,17,5/30/19,NORMAL,OWNER SURRENDER,76,0,3,13,1
GRAY TABBY,Male,4,8/1/19,UNDER AGE/WEIGHT,STRAY,76,16,1,14,3
WHITE,Neutered,4,8/25/19,UNDER AGE/WEIGHT,STRAY,76,32,2,14,3
WHITE,Neutered,4,8/25/19,UNDER AGE/WEIGHT,STRAY,76,32,2,14,3
CALICO,Spayed,3,4/2/21,NORMAL,STRAY,76,8,3,13,3
GRAY TABBY,Spayed,2,7/2/21,NORMAL,STRAY,76,16,3,13,3
BRN TABBY,Spayed,0,8/10/23,ILL MILD,STRAY,76,5,3,7,3
BLACK,Neutered,6,6/12/17,NORMAL,STRAY,75,0,2,13,3
BLACK,Neutered,6,6/12/17,NORMAL,STRAY,75,0,2,13,3
BLACK,Neutered,6,6/29/17,UNDER AGE/WEIGHT,STRAY,75,0,2,14,3
LYNX PT,Spayed,6,10/16/18,NORMAL,STRAY,75,20,3,13,3
BLACK,Spayed,4,5/25/19,UNDER AGE/WEIGHT,STRAY,75,0,3,14,3
ORG TABBY,Spayed,4,8/9/19,FRACTIOUS,STRAY,75,22,3,5,3
BRN TABBY,Neutered,6,6/27/20,NORMAL,OWNER SURRENDER,75,5,2,13,1
BRN TABBY,Neutered,10,6/27/20,NORMAL,STRAY,75,5,2,13,3
ORG TABBY,Spayed,2,7/16/21,UNDER AGE/WEIGHT,STRAY,75,22,3,14,3
ORG TABBY,Spayed,2,7/16/21,UNDER AGE/WEIGHT,STRAY,75,22,3,14,3
GRAY TABBY,Spayed,4,5/15/22,BEHAVIOR  MILD,RETURN,75,16,3,1,2
BROWN,Spayed,1,9/11/22,UNDER AGE/WEIGHT,STRAY,75,7,3,14,3
CALICO,Spayed,2,10/19/22,NORMAL,STRAY,75,8,3,13,3
BLACK,Neutered,0,7/28/23,ILL MODERATETE,STRAY,75,0,2,8,3
BLACK,Neutered,9,2/2/18,NORMAL,STRAY,74,0,2,13,3
BLACK,Spayed,4,9/22/19,UNDER AGE/WEIGHT,STRAY,74,0,3,14,3
BRN TABBY,Neutered,4,10/5/19,UNDER AGE/WEIGHT,STRAY,74,5,2,14,3
CALICO,Spayed,11,11/20/21,NORMAL,OWNER SURRENDER,74,8,3,13,1
BLACK,Neutered,1,7/13/22,INJURED  MILD,STRAY,74,0,2,10,3
BLACK,Spayed,3,4/2/23,INJURED  SEVERE,STRAY,74,0,3,12,3
GRAY TABBY,Spayed,0,8/5/23,ILL MILD,STRAY,74,16,3,7,3
BLACK,Neutered,6,5/4/17,NORMAL,STRAY,73,0,2,13,3
SEAL PT,Spayed,4,9/22/19,UNDER AGE/WEIGHT,STRAY,73,24,3,14,3
GRAY TABBY,Neutered,3,5/27/20,NORMAL,STRAY,73,16,2,13,3
BLACK,Spayed,3,5/27/20,NORMAL,STRAY,73,0,3,13,3
BLACK,Neutered,6,9/9/20,NORMAL,CONFISCATE,73,0,2,13,0
BLACK,Spayed,6,9/9/20,NORMAL,CONFISCATE,73,0,3,13,0
BRN TABBY,Neutered,2,8/8/21,NORMAL,STRAY,73,5,2,13,3
BRN TABBY,Neutered,2,8/8/21,NORMAL,STRAY,73,5,2,13,3
BROWN,Spayed,17,9/22/21,NORMAL,STRAY,73,7,3,13,3
BLACK,Neutered,10,10/28/21,NORMAL,WELFARE SEIZED,73,0,2,13,4
WHITE,Neutered,8,11/7/21,NORMAL,STRAY,73,32,2,13,3
TRICOLOR,Spayed,2,1/15/23,INJURED  MILD,STRAY,73,31,3,10,3
ORANGE,Neutered,0,7/5/23,ILL MILD,STRAY,73,21,2,7,3
BLACK,Neutered,0,8/10/23,UNDER AGE/WEIGHT,STRAY,73,0,2,14,3
BLACK,Spayed,7,8/3/17,NORMAL,STRAY,72,0,3,13,3
BRN TABBY,Neutered,9,10/5/17,NORMAL,STRAY,72,5,2,13,3
CALICO,Female,8,1/11/18,NORMAL,STRAY,72,8,0,13,3
ORG TABBY,Neutered,6,6/18/18,NORMAL,STRAY,72,22,2,13,3
LYNX PT,Neutered,10,8/12/18,NORMAL,STRAY,72,20,2,13,3
BRN TABBY,Neutered,5,9/3/18,UNDER AGE/WEIGHT,STRAY,72,5,2,14,3
WHITE,Spayed,5,3/3/19,NORMAL,STRAY,72,32,3,13,3
GRAY,Neutered,5,3/24/19,NORMAL,STRAY,72,15,2,13,3
TORTIE,Spayed,14,4/4/19,FRACTIOUS,OWNER SURRENDER,72,29,3,5,1
GRAY,Neutered,18,6/27/19,NORMAL,OWNER SURRENDER,72,15,2,13,1
GRAY TABBY,Spayed,4,7/31/19,NORMAL,STRAY,72,16,3,13,3
BRN TABBY,Neutered,4,9/5/19,NORMAL,STRAY,72,5,2,13,3
BRN TABBY,Spayed,4,9/25/19,NORMAL,STRAY,72,5,3,13,3
BRN TABBY,Neutered,5,10/4/19,NORMAL,OWNER SURRENDER,72,5,2,13,1
BRN TABBY,Neutered,4,10/24/19,NORMAL,STRAY,72,5,2,13,3
BLACK,Spayed,10,7/10/20,NORMAL,OWNER SURRENDER,72,0,3,13,1
BLACK,Spayed,4,9/10/20,NORMAL,STRAY,72,0,3,13,3
BLACK,Neutered,12,2/9/21,NORMAL,WELFARE SEIZED,72,0,2,13,4
GRAY,Neutered,2,9/2/21,ILL SEVERE,STRAY,72,15,2,9,3
CALICO,Spayed,3,7/26/22,NORMAL,STRAY,72,8,3,13,3
BRN TABBY,Spayed,2,10/13/22,UNDER AGE/WEIGHT,STRAY,72,5,3,14,3
BLACK,Neutered,0,7/12/23,I/I REPORT,STRAY,72,0,2,6,3
BLACK,Spayed,0,7/12/23,I/I REPORT,STRAY,72,0,3,6,3
SEAL PT,Female,10,8/6/18,ILL MILD,CONFISCATE,71,24,0,7,0
CALICO,Spayed,8,10/6/18,NORMAL,STRAY,71,8,3,13,3
BRN TABBY,Female,8,10/19/18,NORMAL,STRAY,71,5,0,13,3
BLACK,Female,12,11/3/18,NORMAL,OWNER SURRENDER,71,0,0,13,1
ORG TABBY,Spayed,4,8/14/19,NORMAL,STRAY,71,22,3,13,3
ORG TABBY,Spayed,4,8/22/19,ILL SEVERE,STRAY,71,22,3,9,3
BRN TABBY,Neutered,7,9/21/19,ILL MILD,OWNER SURRENDER,71,5,2,7,1
BRN TABBY,Neutered,4,10/24/19,NORMAL,STRAY,71,5,2,13,3
BLACK,Neutered,3,10/7/20,UNDER AGE/WEIGHT,STRAY,71,0,2,14,3
WHITE,Spayed,3,10/7/20,UNDER AGE/WEIGHT,STRAY,71,32,3,14,3
BRN TABBY,Spayed,2,7/21/21,NORMAL,STRAY,71,5,3,13,3
TORTIE,Spayed,2,10/29/21,NORMAL,STRAY,71,29,3,13,3
CALICO,Spayed,7,4/20/23,ILL MILD,OWNER SURRENDER,71,8,3,7,1
BLACK,Neutered,0,6/20/23,UNDER AGE/WEIGHT,STRAY,71,0,2,14,3
GRAY,Neutered,0,6/30/23,ILL MODERATETE,STRAY,71,15,2,8,3
BRN TABBY,Spayed,8,10/19/17,NORMAL,STRAY,70,5,3,13,3
GRAY,Neutered,5,11/17/18,ILL MILD,STRAY,70,15,2,7,3
GRAY TABBY,Spayed,7,5/18/19,NORMAL,STRAY,70,16,3,13,3
BLACK,Neutered,4,5/30/19,NORMAL,STRAY,70,0,2,13,3
GRAY,Neutered,4,6/26/19,NORMAL,STRAY,70,15,2,13,3
GRAY,Spayed,4,6/26/19,NORMAL,STRAY,70,15,3,13,3
BRN TABBY,Neutered,4,10/24/19,NORMAL,STRAY,70,5,2,13,3
WHITE,Female,3,7/2/20,NORMAL,STRAY,70,32,0,13,3
BRN TABBY,Neutered,4,10/9/20,NORMAL,STRAY,70,5,2,13,3
GRAY TABBY,Neutered,7,2/11/21,INJURED  SEVERE,STRAY,70,16,2,12,3
GRAY TABBY,Neutered,8,3/25/21,NORMAL,OWNER SURRENDER,70,16,2,13,1
ORANGE,Neutered,1,6/1/22,UNDER AGE/WEIGHT,STRAY,70,21,2,14,3
ORANGE,Neutered,1,6/1/22,UNDER AGE/WEIGHT,STRAY,70,21,2,14,3
WHITE,Neutered,1,6/29/22,NORMAL,STRAY,70,32,2,13,3
ORG TABBY,Neutered,3,10/26/22,NORMAL,STRAY,70,22,2,13,3
ORG TABBY,Neutered,1,10/26/22,NORMAL,STRAY,70,22,2,13,3
BRN TABBY,Spayed,6,7/5/17,FERAL,STRAY,69,5,3,4,3
GRAY,Spayed,6,8/6/17,UNDER AGE/WEIGHT,STRAY,69,15,3,14,3
BRN TABBY,Spayed,7,3/31/18,NORMAL,STRAY,69,5,3,13,3
LC LYNX PT,Neutered,7,3/2/19,NORMAL,STRAY,69,18,2,13,3
CALICO,Spayed,12,3/6/19,FRACTIOUS,STRAY,69,8,3,5,3
BLACK,Neutered,17,3/13/19,NORMAL,OWNER SURRENDER,69,0,2,13,1
CALICO,Female,4,5/24/19,UNDER AGE/WEIGHT,STRAY,69,8,0,14,3
BRN TABBY,Neutered,4,6/29/19,NORMAL,STRAY,69,5,2,13,3
TORTIE,Spayed,4,7/27/19,NORMAL,STRAY,69,29,3,13,3
GRAY TABBY,Spayed,4,9/5/19,NORMAL,STRAY,69,16,3,13,3
GRAY TABBY,Neutered,4,9/15/19,UNDER AGE/WEIGHT,STRAY,69,16,2,14,3
BLACK,Neutered,2,5/21/21,NORMAL,STRAY,69,0,2,13,3
GRAY,Spayed,2,10/7/21,NORMAL,STRAY,69,15,3,13,3
GRAY TABBY,Spayed,1,4/16/22,UNDER AGE/WEIGHT,STRAY,69,16,3,14,3
WHITE,Neutered,3,4/17/22,NORMAL,RETURN,69,32,2,13,2
GRAY TABBY,Neutered,1,5/20/22,NORMAL,STRAY,69,16,2,13,3
CALICO,Spayed,1,5/26/22,UNDER AGE/WEIGHT,STRAY,69,8,3,14,3
WHITE,Neutered,2,6/24/23,INJURED  MILD,STRAY,69,32,2,10,3
GRAY,Spayed,13,2/5/17,NORMAL,OWNER SURRENDER,68,15,3,13,1
TRICOLOR,Spayed,7,5/26/17,NORMAL,OWNER SURRENDER,68,31,3,13,1
BRN TABBY,Spayed,6,9/15/17,UNDER AGE/WEIGHT,STRAY,68,5,3,14,3
GRAY,Spayed,5,4/16/19,NORMAL,OWNER SURRENDER,68,15,3,13,1
ORG TABBY,Neutered,4,9/7/19,NORMAL,STRAY,68,22,2,13,3
GRAY,Spayed,4,9/16/19,UNDER AGE/WEIGHT,STRAY,68,15,3,14,3
ORANGE,Neutered,2,5/28/21,NORMAL,CONFISCATE,68,21,2,13,0
BRN TABBY,Spayed,2,6/4/21,INJURED  SEVERE,STRAY,68,5,3,12,3
GRAY TABBY,Spayed,2,8/27/21,NORMAL,STRAY,68,16,3,13,3
CALICO,Spayed,7,10/1/21,NORMAL,STRAY,68,8,3,13,3
GRAY,Neutered,2,10/29/21,NORMAL,STRAY,68,15,2,13,3
BLACK,Spayed,7,3/25/22,NORMAL,OWNER SURRENDER,68,0,3,13,1
BLACK,Spayed,3,4/22/22,BEHAVIOR  MODERATE,OWNER SURRENDER,68,0,3,2,1
SEAL PT,Neutered,3,5/21/22,BEHAVIOR  MODERATE,RETURN,68,24,2,2,2
BLACK,Neutered,1,6/21/22,UNDER AGE/WEIGHT,STRAY,68,0,2,14,3
BLACK,Neutered,1,10/4/22,ILL SEVERE,STRAY,68,0,2,9,3
ORANGE,Neutered,0,4/8/23,NORMAL,STRAY,68,21,2,13,3
GRAY TABBY,Spayed,6,7/10/23,INJURED  MILD,STRAY,68,16,3,10,3
CALICO DIL,Female,6,9/10/17,UNDER AGE/WEIGHT,STRAY,67,9,0,14,3
BLACK,Neutered,5,8/18/18,UNDER AGE/WEIGHT,STRAY,67,0,2,14,3
BLACK,Male,5,8/20/18,FRACTIOUS,STRAY,67,0,1,5,3
CALICO,Female,5,9/12/18,NORMAL,STRAY,67,8,0,13,3
CALICO,Female,5,9/12/18,NORMAL,STRAY,67,8,0,13,3
BRN TABBY,Spayed,4,11/3/19,NORMAL,STRAY,67,5,3,13,3
BLACK,Neutered,1,4/3/22,UNDER AGE/WEIGHT,STRAY,67,0,2,14,3
BRN TABBY,Male,1,4/20/22,UNDER AGE/WEIGHT,STRAY,67,5,1,14,3
ORG TABBY,Neutered,1,5/25/22,UNDER AGE/WEIGHT,STRAY,67,22,2,14,3
GRAY,Neutered,0,6/20/23,UNDER AGE/WEIGHT,STRAY,67,15,2,14,3
BRN TABBY,Neutered,1,7/9/23,I/I REPORT,STRAY,67,5,2,6,3
WHITE,Spayed,7,11/4/18,NORMAL,STRAY,66,32,3,13,3
BLACK,Neutered,11,3/9/19,NORMAL,OWNER SURRENDER,66,0,2,13,1
ORANGE,Neutered,12,3/9/19,NORMAL,OWNER SURRENDER,66,21,2,13,1
BLACK,Neutered,4,6/20/19,UNDER AGE/WEIGHT,STRAY,66,0,2,14,3
BRN TABBY,Neutered,8,1/15/20,NORMAL,OWNER SURRENDER,66,5,2,13,1
GRAY,Neutered,3,9/25/20,NORMAL,STRAY,66,15,2,13,3
BRN TABBY,Spayed,5,10/1/20,NORMAL,STRAY,66,5,3,13,3
TORTIE,Spayed,3,11/12/20,NORMAL,STRAY,66,29,3,13,3
BLACK,Neutered,12,3/11/21,INJURED  SEVERE,STRAY,66,0,2,12,3
BRN TABBY,Spayed,2,5/22/21,UNDER AGE/WEIGHT,STRAY,66,5,3,14,3
BLACK,Spayed,1,9/8/22,NORMAL,STRAY,66,0,3,13,3
WHITE,Neutered,0,7/26/23,NORMAL,STRAY,66,32,2,13,3
ORG TABBY,Neutered,10,3/15/17,NORMAL,STRAY,65,22,2,13,3
BLACK,Neutered,13,3/16/17,NORMAL,STRAY,65,0,2,13,3
BRN TABBY,Neutered,9,11/10/17,NORMAL,STRAY,65,5,2,13,3
GRAY TABBY,Female,5,6/23/18,NORMAL,STRAY,65,16,0,13,3
BROWN,Spayed,14,10/25/18,NORMAL,OWNER SURRENDER,65,7,3,13,1
ORG TABBY,Neutered,9,11/6/18,NORMAL,OWNER SURRENDER,65,22,2,13,1
BRN TABBY,Neutered,4,6/12/19,UNDER AGE/WEIGHT,STRAY,65,5,2,14,3
BLACK,Neutered,4,9/27/19,UNDER AGE/WEIGHT,STRAY,65,0,2,14,3
TORTIE,Spayed,4,9/27/19,UNDER AGE/WEIGHT,STRAY,65,29,3,14,3
BRN TABBY,Spayed,4,10/8/19,ILL MODERATETE,CONFISCATE,65,5,3,8,0
CRM TABBY,Neutered,10,10/18/19,INJURED  MILD,OWNER SURRENDER,65,13,2,10,1
TORTIE,Spayed,4,10/24/19,NORMAL,STRAY,65,29,3,13,3
GRAY TABBY,Spayed,3,10/14/20,UNDER AGE/WEIGHT,STRAY,65,16,3,14,3
TORTIE,Spayed,3,11/12/20,NORMAL,STRAY,65,29,3,13,3
GRAY TABBY,Neutered,3,11/19/20,NORMAL,STRAY,65,16,2,13,3
BLACK,Neutered,2,5/6/21,NORMAL,STRAY,65,0,2,13,3
CREAM,Spayed,2,9/1/21,ILL MODERATETE,STRAY,65,12,3,8,3
BRN TABBY,Spayed,0,5/19/23,ILL MILD,STRAY,65,5,3,7,3
BRN TABBY,Spayed,2,6/26/23,ILL MODERATETE,STRAY,65,5,3,8,3
BRN TABBY,Neutered,6,7/11/17,NORMAL,STRAY,64,5,2,13,3
BLACK,Neutered,5,10/10/18,UNDER AGE/WEIGHT,STRAY,64,0,2,14,3
BRN TABBY,Neutered,4,10/4/19,NORMAL,STRAY,64,5,2,13,3
GRAY TABBY,Neutered,4,10/16/19,NORMAL,STRAY,64,16,2,13,3
GRAY TABBY,Spayed,5,5/30/20,NORMAL,OWNER SURRENDER,64,16,3,13,1
CALICO,Spayed,3,8/28/20,FRACTIOUS,STRAY,64,8,3,5,3
WHITE,Neutered,2,5/28/21,NORMAL,CONFISCATE,64,32,2,13,0
ORG TABBY,Neutered,2,6/6/21,NORMAL,STRAY,64,22,2,13,3
GRAY,Spayed,2,10/7/21,NORMAL,STRAY,64,15,3,13,3
ORG TABBY,Spayed,9,10/14/21,NORMAL,STRAY,64,22,3,13,3
BLACK,Neutered,2,12/10/21,ILL MILD,STRAY,64,0,2,7,3
ORG TABBY,Neutered,4,3/1/22,NORMAL,OWNER SURRENDER,64,22,2,13,1
BLACK,Neutered,3,4/6/23,ILL SEVERE,STRAY,64,0,2,9,3
BLACK,Neutered,0,7/26/23,NORMAL,STRAY,64,0,2,13,3
TORTIE,Spayed,16,5/3/17,NORMAL,OWNER SURRENDER,63,29,3,13,1
CALICO,Spayed,8,7/19/17,FERAL,STRAY,63,8,3,4,3
BLACK,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,63,0,1,14,3
BLACK,Female,4,5/30/19,NORMAL,STRAY,63,0,0,13,3
BRN TABBY,Spayed,4,6/29/19,NORMAL,STRAY,63,5,3,13,3
BLACK,Neutered,3,11/21/20,NORMAL,STRAY,63,0,2,13,3
ORG TABBY,Neutered,3,5/6/21,INJURED  SEVERE,STRAY,63,22,2,12,3
BLACK,Spayed,2,5/23/21,UNDER AGE/WEIGHT,STRAY,63,0,3,14,3
CALICO,Spayed,2,9/1/21,NORMAL,STRAY,63,8,3,13,3
GRAY TABBY,Neutered,1,4/23/22,UNDER AGE/WEIGHT,STRAY,63,16,2,14,3
ORG TABBY,Spayed,1,9/4/22,UNDER AGE/WEIGHT,STRAY,63,22,3,14,3
GRAY,Spayed,3,11/17/22,INJURED  MODERATE,STRAY,63,15,3,11,3
BLACK,Neutered,0,7/22/23,NORMAL,STRAY,63,0,2,13,3
BLACK,Spayed,12,3/31/17,NORMAL,OWNER SURRENDER,62,0,3,13,1
ORG TABBY,Male,12,6/21/17,FERAL,STRAY,62,22,1,4,3
ORG TABBY,Female,6,9/28/17,NORMAL,STRAY,62,22,0,13,3
BRN TABBY,Neutered,5,6/3/18,NORMAL,STRAY,62,5,2,13,3
GRAY,Spayed,15,7/21/18,NORMAL,OWNER SURRENDER,62,15,3,13,1
