Type,Breed,Color,Sex,Size,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Outcome Type,Intake Condition,Outcome Condition,Age,Color_encoded,Sex_encoded,Intake Condition_encoded,Intake Type_encoded,Breed_encoded,Size_encoded
CAT,DOMESTIC LH,BLACK,Spayed,SMALL,A384482,02/20/2019,02/21/2019,1,STRAY,RETURN TO OWNER,UNKNOWN,HEALTHY,9,0,3,3,5,8,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A375420,08/16/2018,08/31/2018,15,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,5,8,2,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A329931,12/01/2015,12/09/2015,8,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,6,3,0,3,13,0
CAT,DOMESTIC SH,SEAL PT,Spayed,SMALL,A312204,09/26/2014,10/02/2014,6,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,23,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A397740,06/03/2020,08/10/2020,68,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,HEALTHY,3,8,2,2,3,13,0
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,A254054,07/22/2015,07/29/2015,7,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,13,17,2,0,3,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A362598,10/14/2017,10/14/2017,0,STRAY,RETURN TO OWNER,UNKNOWN,HEALTHY,8,1,2,3,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A339426,07/09/2016,07/20/2016,11,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,7,1,3,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A305310,04/12/2014,06/10/2014,59,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,6,2,2,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A401774,12/15/2020,01/20/2021,36,STRAY,ADOPTION,TREATABLE/REHAB,TREATABLE/REHAB,6,6,3,2,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A313985,11/18/2014,11/19/2014,1,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,10,0,2,0,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A413509,10/01/2022,12/02/2022,62,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,1,1,3,0,3,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A343823,10/18/2016,11/04/2016,17,STRAY,ADOPTION,HEALTHY,HEALTHY,8,1,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A326394,08/28/2015,11/17/2015,81,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,8,6,3,2,5,13,0
CAT,DOMESTIC MH,BLACK/WHITE,Spayed,KITTN,A307603,06/04/2014,08/29/2014,86,STRAY,ADOPTION,HEALTHY,HEALTHY,9,1,3,0,5,11,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A326522,10/13/2015,10/24/2015,11,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,9,21,2,0,0,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A343151,10/04/2016,10/13/2016,9,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,7,1,3,0,3,13,0
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A322542,05/30/2015,06/24/2015,25,STRAY,ADOPTION,HEALTHY,HEALTHY,8,0,2,0,5,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A334374,03/15/2016,03/25/2016,10,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,8,21,2,0,5,13,3
CAT,DOMESTIC SH,WHITE/BLACK,Spayed,SMALL,A407226,10/15/2021,11/06/2021,22,STRAY,RETURN TO OWNER,TREATABLE/REHAB,HEALTHY,-1,26,3,2,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A304456,03/22/2014,03/25/2014,3,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,-1,6,2,1,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A337546,05/24/2016,06/01/2016,8,STRAY,ADOPTION,HEALTHY,HEALTHY,7,1,2,0,5,13,0
CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,SMALL,A401174,11/03/2020,12/31/2020,58,STRAY,ADOPTION,HEALTHY,HEALTHY,6,27,2,0,5,13,3
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,A342080,09/08/2016,10/04/2016,26,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,7,22,2,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A346218,12/13/2016,12/14/2016,1,OWNER SURRENDER,RETURN TO OWNER,HEALTHY,HEALTHY,9,6,3,0,3,13,3
CAT,DOMESTIC SH,BUFF/WHITE,Neutered,SMALL,A287737,09/04/2014,09/10/2014,6,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,11,10,2,0,0,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A355501,07/13/2017,07/22/2017,9,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,6,2,0,3,13,0
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,A337899,06/02/2016,07/23/2016,51,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,17,3,2,5,13,0
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,A376073,09/14/2018,10/05/2018,21,STRAY,ADOPTION,HEALTHY,HEALTHY,5,22,2,0,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A344799,11/05/2016,11/08/2016,3,OWNER SURRENDER,RETURN TO OWNER,HEALTHY,HEALTHY,16,1,2,0,3,13,3
CAT,DOMESTIC SH,BLK TABBY,Neutered,SMALL,A310194,08/15/2014,10/15/2014,61,TRANSFER,ADOPTION,HEALTHY,HEALTHY,9,3,2,0,6,13,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A334815,03/23/2016,04/16/2016,24,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,15,0,2,0,3,13,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A349828,04/15/2017,04/24/2017,9,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,13,15,2,0,0,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A395321,01/03/2020,01/11/2020,8,STRAY,ADOPTION,UNKNOWN,PENDING,4,6,3,3,5,13,3
CAT,DOMESTIC LH,GRAY TABBY,Neutered,SMALL,A322773,06/09/2015,06/11/2015,2,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,15,2,0,5,8,3
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,A390002,07/30/2019,10/10/2019,72,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,4,17,2,2,5,13,0
CAT,DOMESTIC SH,GRAY,Spayed,KITTN,A362011,09/27/2017,11/30/2017,64,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,14,3,2,5,13,0
CAT,DOMESTIC SH,GRAY TABBY,Neutered,MED,A303878,03/13/2014,03/18/2014,5,TRANSFER,RETURN TO OWNER,UNTREATABLE,UNTREATABLE,28,15,2,4,6,13,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A307406,05/30/2014,07/05/2014,36,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,1,2,2,5,13,3
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A363961,11/09/2017,12/15/2017,36,STRAY,ADOPTION,HEALTHY,HEALTHY,6,0,3,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A369204,03/02/2018,03/03/2018,1,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,20,6,3,3,5,13,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A355849,07/21/2017,09/23/2017,64,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,21,2,2,5,13,0
CAT,DOMESTIC SH,BLK TABBY,Neutered,KITTN,A352605,05/11/2017,06/23/2017,43,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,3,2,2,5,13,0
CAT,DOMESTIC MH,CALICO,Spayed,SMALL,A416247,03/17/2023,03/18/2023,1,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,16,11,3,3,5,11,3
CAT,DOMESTIC SH,CALICO,Spayed,KITTN,A389628,07/23/2019,08/06/2019,14,OWNER SURRENDER,ADOPTION,UNKNOWN,PENDING,4,11,3,3,3,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A391219,09/08/2019,10/15/2019,37,STRAY,ADOPTION,HEALTHY,HEALTHY,11,1,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A309125,07/16/2014,07/25/2014,9,STRAY,ADOPTION,HEALTHY,HEALTHY,9,6,2,0,5,13,0
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A311494,09/11/2014,09/27/2014,16,STRAY,ADOPTION,HEALTHY,HEALTHY,9,0,2,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A376071,09/14/2018,10/03/2018,19,STRAY,ADOPTION,UNKNOWN,HEALTHY,6,6,3,3,5,13,3
CAT,DOMESTIC LH,GRAY TABBY/WHITE,Spayed,SMALL,A412481,07/15/2022,07/19/2022,4,CONFISCATE,RETURN TO OWNER,UNKNOWN,PENDING,8,16,3,3,2,8,3
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,A379129,11/01/2018,11/09/2018,8,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,5,1,2,0,3,11,0
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,SMALL,A321057,04/24/2015,05/02/2015,8,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,10,16,3,0,3,13,3
CAT,SIAMESE/MIX,FLAME PT,Neutered,KITTN,A307896,06/11/2014,06/28/2014,17,STRAY,ADOPTION,UNKNOWN,HEALTHY,9,13,2,3,5,34,0
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,A311177,09/04/2014,09/10/2014,6,STRAY,ADOPTION,HEALTHY,HEALTHY,9,1,2,0,5,11,0
CAT,DOMESTIC LH,BRN TABBY/WHITE,Neutered,SMALL,A347989,02/04/2017,04/01/2017,56,STRAY,ADOPTION,HEALTHY,HEALTHY,9,8,2,0,5,8,3
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,A355781,07/19/2017,07/27/2017,8,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,14,2,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,A329871,11/25/2015,12/05/2015,10,STRAY,ADOPTION,HEALTHY,HEALTHY,8,8,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A360755,09/09/2017,10/07/2017,28,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,6,3,0,3,13,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A297403,05/02/2015,05/02/2015,0,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,14,21,2,0,5,13,3
CAT,DOMESTIC MH,BLACK,Neutered,KITTN,A353871,06/07/2017,08/18/2017,72,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,0,2,2,5,11,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A368891,03/15/2018,03/16/2018,1,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,6,1,3,0,0,13,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A308628,07/01/2014,07/12/2014,11,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,8,2,0,3,13,0
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,A419428,08/02/2023,08/02/2023,0,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,11,11,3,3,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A392262,10/15/2019,10/18/2019,3,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,-1,1,3,3,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A339293,07/06/2016,07/23/2016,17,STRAY,ADOPTION,HEALTHY,HEALTHY,8,6,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A281990,02/25/2015,11/10/2015,258,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,HEALTHY,11,6,3,1,3,13,3
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,A344892,11/09/2016,11/17/2016,8,STRAY,ADOPTION,HEALTHY,HEALTHY,7,15,3,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A342083,09/08/2016,10/16/2016,38,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,7,1,3,0,3,13,0
CAT,DOMESTIC SH,SEAL PT,Spayed,SMALL,A311176,09/04/2014,10/28/2014,54,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,10,23,3,2,5,13,3
CAT,DOMESTIC SH,WHITE,Neutered,SMALL,A326449,08/29/2015,09/03/2015,5,CONFISCATE,RETURN TO OWNER,HEALTHY,HEALTHY,12,25,2,0,2,13,3
CAT,DOMESTIC MH,BLACK,Spayed,KITTN,A338718,06/24/2016,07/23/2016,29,STRAY,ADOPTION,HEALTHY,HEALTHY,7,0,3,0,5,11,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A354193,06/21/2017,07/05/2017,14,STRAY,ADOPTION,HEALTHY,HEALTHY,6,8,2,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A393510,11/05/2019,11/14/2019,9,OWNER SURRENDER,ADOPTION,UNKNOWN,HEALTHY,4,8,3,3,3,13,0
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A319252,03/25/2015,06/06/2015,73,STRAY,ADOPTION,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,11,15,2,1,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A373564,06/05/2018,07/13/2018,38,CONFISCATE,ADOPTION,HEALTHY,HEALTHY,5,1,2,0,2,13,0
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A315464,01/03/2015,01/06/2015,3,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,0,2,0,5,13,3
CAT,DOMESTIC SH,GRAY,Male,SMALL,A377408,10/05/2018,10/05/2018,0,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,10,14,1,0,5,13,3
CAT,HIMALAYAN,SEAL PT,Neutered,SMALL,A367946,05/02/2018,06/08/2018,37,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,15,23,2,1,3,18,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A363678,10/25/2017,11/18/2017,24,STRAY,ADOPTION,HEALTHY,HEALTHY,6,1,3,0,5,13,0
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A402585,02/21/2021,03/18/2021,25,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,5,0,2,2,5,13,3
CAT,DOMESTIC MH,GRAY TABBY,Spayed,SMALL,A413464,09/30/2022,10/15/2022,15,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,2,15,3,0,3,11,3
CAT,DOMESTIC LH,BLACK/WHITE,Neutered,SMALL,A363821,11/02/2017,11/02/2017,0,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,1,2,0,5,8,3
CAT,SIAMESE,LYNX PT,Spayed,KITTN,A322814,06/10/2015,06/27/2015,17,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,18,3,0,3,31,0
CAT,DOMESTIC SH,GRAY,Spayed,KITTN,A389347,07/10/2019,08/07/2019,28,STRAY,ADOPTION,UNKNOWN,HEALTHY,4,14,3,3,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A340299,09/14/2016,09/17/2016,3,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,7,1,2,0,0,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A411882,06/21/2022,07/08/2022,17,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,1,21,2,0,3,13,0
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,SMALL,A331284,12/22/2015,02/27/2016,67,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,HEALTHY,16,1,2,1,3,11,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A326420,08/29/2015,09/12/2015,14,STRAY,ADOPTION,HEALTHY,HEALTHY,8,6,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A389170,07/02/2019,07/03/2019,1,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,23,6,3,3,5,13,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,A322275,05/21/2015,05/26/2015,5,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,-1,8,2,1,5,13,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A308963,07/11/2014,08/12/2014,32,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,24,3,0,3,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A337993,06/04/2016,06/30/2016,26,STRAY,ADOPTION,HEALTHY,HEALTHY,7,1,3,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A333819,03/04/2016,03/05/2016,1,TRANSFER,ADOPTION,HEALTHY,HEALTHY,8,1,3,0,6,13,3
CAT,DOMESTIC MH,WHITE/BLACK,Neutered,SMALL,A352176,04/29/2017,05/30/2017,31,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,HEALTHY,7,26,2,1,3,11,3
CAT,DOMESTIC MH,BLACK,Neutered,KITTN,A349269,03/11/2017,04/15/2017,35,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,0,2,2,5,11,0
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A401269,11/20/2020,12/18/2020,28,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,15,2,0,3,13,3
CAT,DOMESTIC LH,BLACK/WHITE,Neutered,SMALL,A309639,08/02/2014,08/06/2014,4,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,9,1,2,0,5,8,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A373172,06/15/2018,06/20/2018,5,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,5,6,3,0,3,13,0
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,A406603,09/04/2021,09/28/2021,24,STRAY,ADOPTION,UNKNOWN,PENDING,2,22,2,3,5,13,0
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A322531,05/30/2015,06/23/2015,24,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,8,24,3,2,5,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,A354498,06/27/2017,08/08/2017,42,STRAY,ADOPTION,HEALTHY,HEALTHY,9,8,3,0,5,13,3
CAT,DOMESTIC MH,BLACK,Neutered,SMALL,A268461,04/09/2014,05/02/2014,23,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,12,0,2,0,3,11,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A307399,07/19/2014,07/26/2014,7,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,11,0,3,0,0,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A381756,12/07/2018,12/19/2018,12,STRAY,ADOPTION,HEALTHY,HEALTHY,5,6,2,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A339547,07/13/2016,07/23/2016,10,STRAY,ADOPTION,HEALTHY,HEALTHY,7,1,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A329347,10/30/2015,11/21/2015,22,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,HEALTHY,8,6,2,2,3,13,0
CAT,DOMESTIC SH,ORG TABBY,Spayed,SMALL,A351159,04/15/2017,05/05/2017,20,STRAY,ADOPTION,HEALTHY,HEALTHY,7,21,3,0,5,13,3
CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,A311104,09/03/2014,09/03/2014,0,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,13,28,2,0,5,13,3
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A417648,05/18/2023,05/26/2023,8,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,2,24,3,0,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A360998,09/16/2017,09/27/2017,11,STRAY,ADOPTION,HEALTHY,HEALTHY,6,1,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A419091,07/16/2023,07/28/2023,12,QUARANTINE,RETURN TO OWNER,UNKNOWN,HEALTHY,6,6,2,3,4,13,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A315646,01/09/2015,01/27/2015,18,STRAY,ADOPTION,HEALTHY,HEALTHY,10,0,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A349945,08/10/2018,09/05/2018,26,STRAY,ADOPTION,HEALTHY,HEALTHY,6,6,3,0,5,13,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A337639,05/26/2016,07/20/2016,55,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,15,2,2,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A308965,07/11/2014,08/14/2014,34,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,1,2,0,3,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A412812,01/10/2023,01/17/2023,7,OWNER SURRENDER,ADOPTION,UNKNOWN,HEALTHY,2,1,3,3,3,13,3
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,A340210,09/03/2016,10/10/2016,37,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,7,17,3,0,0,13,3
CAT,DOMESTIC SH,BLUE CREAM,Spayed,SMALL,A312891,10/18/2014,10/25/2014,7,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,4,3,0,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A315348,12/30/2014,01/03/2015,4,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,9,0,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A401112,10/24/2020,01/23/2021,91,STRAY,ADOPTION,HEALTHY,HEALTHY,7,6,2,0,5,13,3
CAT,DOMESTIC MH,BLACK,Neutered,KITTN,A328669,10/20/2015,10/29/2015,9,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,0,2,0,3,11,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A341225,08/19/2016,10/29/2016,71,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,1,2,2,5,13,0
CAT,DOMESTIC MH,BLACK/WHITE,Spayed,SMALL,A377509,10/10/2018,10/20/2018,10,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,5,1,3,0,3,11,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A323188,06/23/2015,06/27/2015,4,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,6,2,0,3,13,0
CAT,DOMESTIC SH,BLACK,Female,SMALL,A388786,06/18/2019,06/18/2019,0,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,-1,0,0,3,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A393415,10/31/2019,01/25/2020,86,STRAY,ADOPTION,UNKNOWN,PENDING,5,1,2,3,5,13,3
CAT,DOMESTIC LH,GRAY,Female,SMALL,A378386,10/22/2018,10/22/2018,0,STRAY,RETURN TO OWNER,UNKNOWN,TREATABLE/REHAB,-1,14,0,3,5,8,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A339896,07/19/2016,08/06/2016,18,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,6,2,2,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A406629,09/10/2021,09/30/2021,20,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,2,1,2,0,3,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A308311,06/25/2014,07/03/2014,8,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,14,1,2,0,3,13,3
CAT,DOMESTIC LH,BRN TABBY/WHITE,Spayed,SMALL,A277146,01/03/2014,01/24/2014,21,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,21,8,3,0,0,8,3
CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,A363867,11/04/2017,12/23/2017,49,QUARANTINE,ADOPTION,HEALTHY,HEALTHY,8,15,3,0,4,13,3
CAT,DOMESTIC MH,BRN TABBY,Spayed,SMALL,A334026,03/11/2016,03/22/2016,11,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,11,6,3,0,3,11,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A324201,07/10/2015,07/17/2015,7,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,0,2,0,3,13,0
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A326421,08/29/2015,09/13/2015,15,STRAY,ADOPTION,HEALTHY,HEALTHY,8,24,3,0,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A312803,10/16/2014,11/01/2014,16,STRAY,ADOPTION,HEALTHY,HEALTHY,9,0,2,0,5,13,0
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A373315,06/02/2018,06/05/2018,3,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,13,0,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A373563,06/05/2018,07/14/2018,39,CONFISCATE,ADOPTION,HEALTHY,HEALTHY,5,6,2,0,2,13,0
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A323922,07/02/2015,07/10/2015,8,STRAY,ADOPTION,HEALTHY,HEALTHY,8,15,2,0,5,13,0
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,A322484,05/28/2015,06/23/2015,26,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,HEALTHY,8,17,2,2,3,13,3
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,MED,A200193,08/27/2015,11/22/2015,87,STRAY,ADOPTION,HEALTHY,HEALTHY,17,16,2,0,5,13,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A412487,07/16/2022,08/19/2022,34,STRAY,ADOPTION,HEALTHY,HEALTHY,1,1,2,0,5,13,0
