Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A778312,,08/16/2018 04:52:00 PM,Aug 2018,05/12/2018,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Brown Tabby
A689616,Vincent,10/11/2014 06:33:00 PM,Oct 2014,10/07/2012,Adoption,,Cat,Neutered Male,2 years,Domestic Longhair Mix,Black Smoke
A771739,*Teddy,06/23/2018 07:00:00 PM,Jun 2018,04/13/2018,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A835871,*Juliet,07/20/2021 08:04:00 AM,Jul 2021,05/02/2021,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair,Calico
A691235,Jilly Pattyc,11/29/2014 05:56:00 PM,Nov 2014,09/20/2014,Adoption,Foster,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point
A840180,*Belladonna,09/16/2021 09:22:00 AM,Sep 2021,06/18/2021,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black Smoke
A782116,,10/14/2018 05:56:00 PM,Oct 2018,06/10/2018,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A804531,,09/19/2019 06:30:00 PM,Sep 2019,07/15/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby
A841439,A841439,08/30/2021 04:04:00 PM,Aug 2021,06/27/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A881501,,08/20/2023 01:54:00 PM,Aug 2023,05/20/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A797377,*Suzie,08/18/2019 10:52:00 AM,Aug 2019,06/12/2017,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A771071,,05/04/2018 04:20:00 PM,May 2018,03/02/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A840725,*Petunia,08/23/2021 06:26:00 PM,Aug 2021,08/12/2019,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White
A801794,Sparkle,08/11/2019 06:09:00 PM,Aug 2019,06/20/2019,Adoption,,Cat,Intact Male,1 month,Domestic Longhair,Brown Tabby/White
A765741,*Logan,03/21/2018 01:42:00 PM,Mar 2018,08/26/2017,Adoption,Foster,Cat,Neutered Male,6 months,Siamese Mix,Blue Point
A802572,Smith,10/15/2019 01:00:00 PM,Oct 2019,07/03/2019,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White
A701378,Mr. Meowgi,02/23/2020 02:04:00 PM,Feb 2020,04/07/2015,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Black
A700220,*Dex,06/17/2015 06:49:00 PM,Jun 2015,04/09/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A839230,A839230,10/15/2021 10:35:00 AM,Oct 2021,07/17/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A883788,*Ray,08/20/2023 02:05:00 PM,Aug 2023,06/16/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby
A697669,*Buster,05/27/2015 05:21:00 PM,May 2015,02/26/2012,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A669013,Lightning,12/26/2013 03:23:00 PM,Dec 2013,12/12/2006,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Blue Tabby
A886299,*Cutie Pie,08/20/2023 02:09:00 PM,Aug 2023,04/29/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black Smoke/White
A765412,,01/23/2018 07:07:00 PM,Jan 2018,10/04/2017,Adoption,,Cat,Spayed Female,3 months,Domestic Longhair Mix,Gray Tabby
A782000,*Silk,01/03/2019 08:43:00 AM,Jan 2019,09/04/2018,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Black/White
A803599,,10/22/2019 04:53:00 PM,Oct 2019,09/07/2019,Adoption,,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Black/White
A708723,*Boogie,09/12/2015 05:33:00 PM,Sep 2015,06/23/2015,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A864370,*Sir Purr,09/28/2022 01:14:00 PM,Sep 2022,07/24/2022,Adoption,Foster,Cat,Neutered Male,2 months,Snowshoe,Lilac Point
A659951,*Suzy,12/11/2013 01:20:00 PM,Dec 2013,06/04/2013,Adoption,,Cat,Spayed Female,6 months,Domestic Longhair Mix,Black Smoke
A839765,A839765,08/09/2021 06:15:00 PM,Aug 2021,03/12/2021,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Blue
A801445,*Torte,09/24/2019 02:38:00 PM,Sep 2019,06/17/2019,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A777635,*Eeyore,09/25/2018 04:10:00 PM,Sep 2018,07/27/2018,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue
A685483,,08/15/2014 12:54:00 PM,Aug 2014,04/23/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A792773,*Bill,06/22/2019 04:00:00 PM,Jun 2019,04/15/2019,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby
A707669,Felix,03/15/2019 12:00:00 AM,Mar 2019,05/15/2015,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White
A771843,Tuff,07/06/2018 01:39:00 PM,Jul 2018,06/10/2017,Adoption,,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,White/Brown Tabby
A661132,*Fanta,10/15/2013 10:37:00 AM,Oct 2013,06/01/2013,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Cream Tabby
A885958,Bubby,08/20/2023 03:23:00 PM,Aug 2023,07/28/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White
A814762,Paisley,03/25/2020 08:08:00 AM,Mar 2020,03/12/2012,Adoption,Foster,Cat,Spayed Female,8 years,Domestic Shorthair,Calico
A712229,*Ginger,11/10/2015 02:25:00 PM,Nov 2015,08/28/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A840557,*Yonaguni,08/17/2021 03:32:00 PM,Aug 2021,03/10/2021,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby/White
A709083,Smokie,08/14/2015 05:21:00 PM,Aug 2015,03/04/2015,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Black Smoke
A705890,Tippy,06/29/2015 05:54:00 PM,Jun 2015,04/22/2015,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A886778,*Kendall,08/20/2023 04:27:00 PM,Aug 2023,08/10/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A836024,*Squeak,08/13/2021 02:59:00 PM,Aug 2021,04/29/2021,Adoption,Foster,Cat,Spayed Female,3 months,Snowshoe Mix,Lynx Point
A678763,Snowflake,05/25/2014 06:06:00 PM,May 2014,09/12/2013,Adoption,,Cat,Spayed Female,8 months,Siamese Mix,Lynx Point
A806506,Oliver,11/30/2019 05:57:00 PM,Nov 2019,07/16/2019,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Blue Tabby
A763383,,12/12/2017 03:55:00 PM,Dec 2017,10/08/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A818759,*Dolly,07/23/2020 12:22:00 PM,Jul 2020,05/01/2020,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A748940,*Mavi,06/14/2017 08:33:00 AM,Jun 2017,04/08/2017,Adoption,Foster,Cat,Neutered Male,2 months,Russian Blue Mix,Blue
A678871,,08/01/2014 11:18:00 AM,Aug 2014,05/05/2014,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A666160,*Ivan,12/28/2013 05:16:00 PM,Dec 2013,09/21/2013,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Blue
A824714,,11/24/2020 08:27:00 AM,Nov 2020,09/16/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A751895,Oakley,07/08/2017 06:03:00 PM,Jul 2017,06/15/2015,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A776450,,07/29/2018 01:31:00 PM,Jul 2018,03/13/2018,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A782379,*Mr Elton,12/18/2018 02:04:00 PM,Dec 2018,09/16/2018,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A736344,*Bosley,11/19/2016 01:07:00 PM,Nov 2016,09/02/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A707858,Charlie,07/22/2015 05:43:00 PM,Jul 2015,05/19/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
A683956,,07/27/2014 04:19:00 PM,Jul 2014,07/17/2011,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby
A747809,Nu-Nu,06/18/2017 01:24:00 PM,Jun 2017,04/25/2012,Adoption,Foster,Cat,Spayed Female,5 years,Maine Coon Mix,Tortie
A736860,*Mercury,12/01/2016 05:17:00 PM,Dec 2016,09/03/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black
A668732,Sunshine,12/13/2013 05:20:00 PM,Dec 2013,08/08/2013,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby/White
A821432,Sunny,12/05/2020 11:52:00 AM,Dec 2020,04/11/2020,Adoption,Foster,Cat,Neutered Male,7 months,Domestic Shorthair,Cream Tabby
A707713,*Katy,10/15/2015 06:44:00 PM,Oct 2015,07/06/2015,Adoption,,Cat,Spayed Female,3 months,Abyssinian Mix,Brown Tabby
A881811,*Sky,08/21/2023 12:32:00 PM,Aug 2023,05/17/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Cream Tabby
A782743,*Karmin,11/05/2018 04:53:00 PM,Nov 2018,10/20/2017,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A775586,*Brownie,08/13/2018 06:22:00 PM,Aug 2018,06/01/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A780347,*Osprey,01/26/2019 01:48:00 PM,Jan 2019,08/13/2018,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby
A696570,Milo,02/12/2015 02:43:00 PM,Feb 2015,11/07/2014,Adoption,,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A752184,,08/16/2017 11:42:00 AM,Aug 2017,06/19/2017,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Tortie
A678213,Taco Cat,08/02/2014 11:21:00 AM,Aug 2014,05/05/2014,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A706452,Ava,07/05/2015 04:26:00 PM,Jul 2015,04/09/2015,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A726845,,06/23/2016 01:20:00 PM,Jun 2016,04/15/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black
A820494,*Eugenie,10/01/2020 11:59:00 AM,Oct 2020,04/06/2020,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black/White
A788201,,02/27/2019 08:17:00 AM,Feb 2019,12/26/2018,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A725160,*Normal Toes,07/09/2016 04:34:00 PM,Jul 2016,04/04/2016,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A740778,Oliver,12/24/2016 12:48:00 PM,Dec 2016,12/22/2013,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue/White
A701501,,05/31/2015 03:03:00 PM,May 2015,03/23/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A824451,Amon Onuphrius,12/12/2020 03:16:00 PM,Dec 2020,09/14/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A804428,*Fairlane,01/29/2020 12:20:00 PM,Jan 2020,08/14/2019,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair,Orange Tabby/White
A678089,*Hobart,06/06/2014 07:09:00 PM,Jun 2014,04/07/2014,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A831731,Blue Andrew,06/27/2021 12:19:00 PM,Jun 2021,03/20/2021,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby
A781487,Daisy,10/07/2018 03:55:00 PM,Oct 2018,09/30/2015,Adoption,,Cat,Spayed Female,3 years,Domestic Medium Hair Mix,Calico
A749888,Charlie,08/22/2017 05:23:00 PM,Aug 2017,04/14/2017,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A729111,Leo,08/03/2016 11:45:00 AM,Aug 2016,05/19/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A791283,*Freckles,05/08/2019 10:52:00 AM,May 2019,03/02/2019,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A701168,Omi,09/02/2016 04:30:00 PM,Sep 2016,04/24/2006,Adoption,,Cat,Neutered Male,10 years,Himalayan Mix,Flame Point
A805658,Smokey,10/18/2019 05:39:00 PM,Oct 2019,06/30/2019,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue
A764578,Scoop,01/07/2018 05:40:00 PM,Jan 2018,08/02/2017,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue Tabby
A757219,Puma,09/05/2017 05:08:00 PM,Sep 2017,09/30/2005,Adoption,,Cat,Spayed Female,11 years,American Shorthair Mix,Gray/White
A863443,Thor,01/13/2023 02:57:00 PM,Jan 2023,08/10/2020,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A883789,*Pebbles,08/21/2023 02:34:00 PM,Aug 2023,06/16/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A796483,*Sherman,06/22/2019 03:34:00 PM,Jun 2019,04/02/2019,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,Cream Tabby
A820218,*Rose,07/21/2020 02:24:00 PM,Jul 2020,04/29/2020,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A784250,*May,12/20/2018 04:55:00 PM,Dec 2018,10/01/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A709087,Pickles,08/16/2015 06:16:00 PM,Aug 2015,03/04/2015,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Brown Tabby/White
A810487,*Marsha,01/22/2020 10:41:00 AM,Jan 2020,10/30/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A709081,Princess,08/08/2015 12:15:00 PM,Aug 2015,03/04/2015,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby
A756286,Dany,08/21/2017 05:46:00 PM,Aug 2017,06/17/2017,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Cream Tabby/White
A882484,,08/21/2023 02:37:00 PM,Aug 2023,05/05/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair,Tortie
A804530,*Nova,01/29/2020 12:52:00 PM,Jan 2020,08/14/2019,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Tortie
A883155,,08/21/2023 02:30:00 PM,Aug 2023,04/25/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A841112,Ophelia,09/07/2021 06:05:00 PM,Sep 2021,06/20/2021,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair,Black/White
A840254,*Lil Fe-Line,08/21/2021 03:59:00 PM,Aug 2021,06/19/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue
A810040,,12/18/2019 04:12:00 PM,Dec 2019,09/05/2019,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A703362,*Hank,07/18/2015 08:09:00 PM,Jul 2015,05/05/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A748094,Skittles,05/27/2017 05:29:00 PM,May 2017,03/27/2017,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A728058,Nikko,06/29/2016 04:42:00 PM,Jun 2016,05/30/2004,Adoption,,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Brown Tabby
A751769,Ravi,06/18/2017 05:31:00 PM,Jun 2017,04/01/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A711475,Picasso,09/09/2015 11:00:00 AM,Sep 2015,03/07/2015,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie
A822575,*Nicolo,12/17/2020 01:17:00 PM,Dec 2020,08/05/2020,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Medium Hair,Orange Tabby
A753263,*Dennis,07/30/2017 05:48:00 PM,Jul 2017,03/03/2017,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A762982,,12/31/2017 03:41:00 PM,Dec 2017,11/07/2017,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black
A821679,,08/23/2020 02:57:00 PM,Aug 2020,06/17/2020,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A821868,,08/26/2020 04:25:00 PM,Aug 2020,06/15/2020,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A845415,A845415,11/07/2021 12:09:00 PM,Nov 2021,08/29/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Agouti
A707942,Flash,07/29/2015 07:27:00 PM,Jul 2015,04/20/2015,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A649595,Tulip,08/08/2021 05:05:00 PM,Aug 2021,03/17/2011,Adoption,,Cat,Spayed Female,10 years,Domestic Medium Hair Mix,Brown Tabby
A883154,,08/21/2023 02:45:00 PM,Aug 2023,04/25/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A809685,,12/31/2019 03:38:00 PM,Dec 2019,10/14/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A823291,*Harold,04/17/2021 09:06:00 AM,Apr 2021,08/23/2020,Adoption,Foster,Cat,Neutered Male,7 months,Domestic Shorthair,Blue/White
A747999,*Marius,06/04/2017 02:54:00 PM,Jun 2017,04/05/2017,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby
A716526,Elvira,12/10/2015 02:23:00 PM,Dec 2015,09/20/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A799676,,07/14/2019 04:42:00 PM,Jul 2019,05/10/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,White
A704962,*Chris,07/13/2015 05:33:00 PM,Jul 2015,05/10/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black/White
A836394,A836394,06/17/2021 03:57:00 PM,Jun 2021,04/09/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A839337,Tina Turner,09/05/2021 05:47:00 PM,Sep 2021,05/05/2021,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A773962,,06/16/2018 07:28:00 PM,Jun 2018,04/16/2018,Adoption,,Cat,Spayed Female,1 month,Domestic Longhair Mix,Brown Tabby
A751785,,06/17/2017 07:14:00 PM,Jun 2017,02/12/2017,Adoption,,Cat,Neutered Male,4 months,Siamese Mix,Lynx Point
A688560,Shakira,10/19/2014 06:40:00 PM,Oct 2014,07/29/2014,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A773699,*Iris,07/18/2018 01:03:00 PM,Jul 2018,04/27/2018,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A756803,,09/29/2017 12:40:00 PM,Sep 2017,07/10/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Cream Tabby/White
A793526,*Nigel,08/17/2019 06:06:00 PM,Aug 2019,03/11/2019,Adoption,,Cat,Neutered Male,5 months,Domestic Longhair Mix,Black
A817746,*Midknight,06/30/2020 01:20:00 PM,Jun 2020,03/24/2020,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Black
A703638,*Henry,06/23/2015 07:29:00 AM,Jun 2015,04/18/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange/White
A709073,Kanga,09/07/2015 05:53:00 PM,Sep 2015,03/04/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A718742,Nutmeg,01/11/2016 05:18:00 PM,Jan 2016,07/26/2015,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico
A840979,Zeus,08/19/2021 04:10:00 PM,Aug 2021,02/18/2015,Adoption,,Cat,Neutered Male,6 years,Domestic Longhair Mix,Orange Tabby
A771314,*L'Bie,07/06/2018 12:22:00 PM,Jul 2018,04/17/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A675515,,05/23/2014 03:06:00 PM,May 2014,03/21/2014,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A712543,*O'Malley,10/16/2015 05:08:00 PM,Oct 2015,07/30/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange/White
A822522,*Rose,10/15/2020 07:31:00 AM,Oct 2020,07/20/2020,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A679550,*Susie,07/12/2014 05:42:00 PM,Jul 2014,04/23/2014,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A797424,Rosie,10/22/2019 12:28:00 PM,Oct 2019,05/11/2019,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Black
A685772,,08/16/2014 04:51:00 PM,Aug 2014,05/28/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A757469,*Aries,09/17/2017 06:24:00 PM,Sep 2017,09/03/2016,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue
A725405,*Chalupa,07/09/2016 07:18:00 PM,Jul 2016,04/01/2016,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Longhair Mix,Black
A838983,Patches,07/19/2021 03:57:00 PM,Jul 2021,01/14/2021,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Calico
A787942,Diamond,03/17/2019 04:42:00 PM,Mar 2019,01/23/2017,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby
A678459,Nacho,06/03/2014 05:19:00 PM,Jun 2014,03/29/2014,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Orange Tabby
A678701,Jamocha,07/13/2014 01:23:00 PM,Jul 2014,03/23/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black
A686311,Luna,08/31/2014 01:41:00 PM,Aug 2014,07/05/2014,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A762139,Holly,01/04/2018 06:04:00 PM,Jan 2018,11/15/2012,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie
A835721,A835721,07/29/2021 02:13:00 PM,Jul 2021,05/06/2021,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A837684,*Midnight,07/07/2021 05:25:00 PM,Jul 2021,04/16/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair,Black
A812579,*Diego,05/14/2020 10:37:00 AM,May 2020,10/24/2019,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair,Blue/White
A672722,Tabitha,02/19/2014 07:10:00 PM,Feb 2014,10/16/2013,Adoption,,Cat,Intact Female,4 months,Domestic Shorthair Mix,Cream Tabby/White
A730286,*Tad,09/13/2016 01:26:00 PM,Sep 2016,04/26/2016,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black Tabby
A735879,Kit Kat,10/07/2016 12:18:00 PM,Oct 2016,07/15/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A795436,*Zircon,07/03/2019 03:06:00 PM,Jul 2019,04/28/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue
A785593,*Fred Beans,01/05/2019 10:53:00 AM,Jan 2019,10/31/2018,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black
A836023,*Pip,08/13/2021 02:58:00 PM,Aug 2021,04/29/2021,Adoption,Foster,Cat,Spayed Female,3 months,Snowshoe Mix,Lynx Point
A680559,Agnes,07/13/2014 04:56:00 PM,Jul 2014,05/04/2014,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby
A727045,*Moe,06/14/2016 01:30:00 PM,Jun 2016,05/17/2015,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby/White
A844417,A844417,10/19/2021 06:45:00 PM,Oct 2021,07/31/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black Smoke
A766986,,02/24/2018 04:34:00 PM,Feb 2018,12/09/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black Smoke
A691141,*Biskit,11/16/2014 01:34:00 PM,Nov 2014,08/30/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A703157,*Rose,06/10/2015 07:42:00 PM,Jun 2015,04/04/2015,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A885938,Daisy,08/21/2023 03:55:00 PM,Aug 2023,05/13/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Gray Tabby/Tan
A771313,*Fiona,06/23/2018 08:02:00 PM,Jun 2018,04/17/2018,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A885940,Duke,08/21/2023 03:55:00 PM,Aug 2023,05/13/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A793707,Severus,05/24/2019 10:32:00 AM,May 2019,04/28/2018,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Black
A734322,*Leo,11/07/2016 06:38:00 PM,Nov 2016,07/19/2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A747823,Maverick,05/27/2017 05:32:00 PM,May 2017,04/25/2016,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue
A693321,Kitty,12/17/2014 05:30:00 PM,Dec 2014,12/05/2008,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Calico
A751778,Elvis,06/17/2017 05:38:00 PM,Jun 2017,06/12/2012,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White
