simplified_color,simplified_sex,age,simplified_condition,simplified_type,days_stayed,simplified_color_encoded,simplified_sex_encoded,simplified_condition_encoded,simplified_type_encoded
GRAY,MALE,0,NORMAL,OTHER,49,1,1,3,0
BLACK,MALE,0,NORMAL,STRAY,167,0,1,3,2
OTHER,MALE,0,NORMAL,STRAY,8,2,1,3,2
GRAY,FEMALE,0,ILL MILD,STRAY,3,1,0,0,2
TABBY,MALE,2,INJURED,STRAY,112,3,1,2,2
TABBY,MALE,0,OTHER,STRAY,91,3,1,4,2
TABBY,FEMALE,8,OTHER,STRAY,85,3,0,4,2
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,7,2,0,5,2
BLACK,MALE,0,ILL MILD,STRAY,124,0,1,0,2
WHITE,MALE,8,INJURED,STRAY,97,4,1,2,2
TABBY,MALE,3,OTHER,OWNER SURRENDER,56,3,1,4,1
BLACK,MALE,0,OTHER,STRAY,72,0,1,4,2
BLACK,FEMALE,0,OTHER,STRAY,72,0,0,4,2
OTHER,FEMALE,0,OTHER,STRAY,43,2,0,4,2
BLACK,MALE,0,NORMAL,STRAY,63,0,1,3,2
BLACK,MALE,0,NORMAL,STRAY,64,0,1,3,2
BLACK,MALE,0,UNDER WEIGHT,STRAY,85,0,1,5,2
TABBY,FEMALE,12,OTHER,STRAY,45,3,0,4,2
OTHER,FEMALE,0,INJURED,STRAY,46,2,0,2,2
OTHER,FEMALE,3,OTHER,STRAY,60,2,0,4,2
OTHER,FEMALE,14,NORMAL,OWNER SURRENDER,65,2,0,3,1
OTHER,MALE,13,ILL MILD,STRAY,29,2,1,0,2
OTHER,FEMALE,11,NORMAL,OWNER SURRENDER,132,2,0,3,1
OTHER,FEMALE,14,NORMAL,OWNER SURRENDER,15,2,0,3,1
OTHER,FEMALE,9,OTHER,OWNER SURRENDER,60,2,0,4,1
BLACK,MALE,9,NORMAL,OWNER SURRENDER,6,0,1,3,1
GRAY,FEMALE,8,NORMAL,STRAY,16,1,0,3,2
TABBY,MALE,7,NORMAL,STRAY,18,3,1,3,2
TABBY,MALE,8,OTHER,OTHER,99,3,1,4,0
GRAY,FEMALE,7,NORMAL,STRAY,42,1,0,3,2
OTHER,FEMALE,7,NORMAL,OTHER,30,2,0,3,0
GRAY,FEMALE,8,INJURED,OWNER SURRENDER,83,1,0,2,1
OTHER,FEMALE,9,NORMAL,OWNER SURRENDER,175,2,0,3,1
OTHER,FEMALE,10,NORMAL,OWNER SURRENDER,132,2,0,3,1
TABBY,MALE,8,INJURED,STRAY,31,3,1,2,2
BLACK,MALE,13,NORMAL,STRAY,65,0,1,3,2
BLACK,MALE,11,ILL SEVERE,STRAY,103,0,1,1,2
BLACK,FEMALE,12,NORMAL,OWNER SURRENDER,62,0,0,3,1
OTHER,FEMALE,11,NORMAL,OWNER SURRENDER,266,2,0,3,1
TABBY,MALE,6,UNDER WEIGHT,STRAY,5,3,1,5,2
BLACK,MALE,9,OTHER,STRAY,183,0,1,4,2
TABBY,FEMALE,6,NORMAL,STRAY,31,3,0,3,2
TABBY,FEMALE,6,NORMAL,STRAY,19,3,0,3,2
WHITE,MALE,6,NORMAL,STRAY,8,4,1,3,2
TABBY,FEMALE,6,OTHER,STRAY,56,3,0,4,2
TABBY,FEMALE,6,NORMAL,STRAY,48,3,0,3,2
BLACK,MALE,6,UNDER WEIGHT,STRAY,43,0,1,5,2
WHITE,MALE,9,NORMAL,STRAY,42,4,1,3,2
OTHER,FEMALE,7,NORMAL,STRAY,13,2,0,3,2
OTHER,MALE,6,NORMAL,STRAY,42,2,1,3,2
OTHER,FEMALE,6,UNDER WEIGHT,STRAY,83,2,0,5,2
BLACK,FEMALE,7,NORMAL,STRAY,110,0,0,3,2
TABBY,FEMALE,6,NORMAL,STRAY,26,3,0,3,2
OTHER,MALE,6,NORMAL,STRAY,79,2,1,3,2
OTHER,MALE,6,NORMAL,OTHER,20,2,1,3,0
OTHER,FEMALE,8,NORMAL,STRAY,48,2,0,3,2
BLACK,MALE,6,UNDER WEIGHT,STRAY,100,0,1,5,2
GRAY,FEMALE,6,UNDER WEIGHT,STRAY,69,1,0,5,2
WHITE,FEMALE,6,ILL MILD,STRAY,10,4,0,0,2
TABBY,FEMALE,6,NORMAL,STRAY,12,3,0,3,2
TABBY,FEMALE,10,NORMAL,STRAY,15,3,0,3,2
BLACK,MALE,7,NORMAL,OWNER SURRENDER,78,0,1,3,1
OTHER,MALE,7,NORMAL,OWNER SURRENDER,52,2,1,3,1
BLACK,FEMALE,11,NORMAL,STRAY,38,0,0,3,2
OTHER,FEMALE,6,NORMAL,STRAY,59,2,0,3,2
OTHER,FEMALE,6,NORMAL,STRAY,38,2,0,3,2
TABBY,FEMALE,6,NORMAL,STRAY,62,3,0,3,2
GRAY,MALE,8,NORMAL,OWNER SURRENDER,47,1,1,3,1
TABBY,MALE,9,NORMAL,STRAY,72,3,1,3,2
GRAY,MALE,6,NORMAL,STRAY,35,1,1,3,2
BLACK,MALE,6,NORMAL,STRAY,6,0,1,3,2
BLACK,MALE,6,UNDER WEIGHT,STRAY,51,0,1,5,2
TABBY,FEMALE,11,ILL SEVERE,OWNER SURRENDER,129,3,0,1,1
OTHER,FEMALE,10,NORMAL,STRAY,43,2,0,3,2
OTHER,MALE,6,NORMAL,OWNER SURRENDER,1,2,1,3,1
TABBY,FEMALE,6,UNDER WEIGHT,STRAY,104,3,0,5,2
OTHER,FEMALE,6,NORMAL,STRAY,13,2,0,3,2
TABBY,MALE,7,NORMAL,STRAY,21,3,1,3,2
OTHER,FEMALE,12,NORMAL,STRAY,103,2,0,3,2
BLACK,MALE,6,NORMAL,STRAY,7,0,1,3,2
OTHER,FEMALE,6,NORMAL,STRAY,25,2,0,3,2
TABBY,MALE,13,NORMAL,STRAY,13,3,1,3,2
OTHER,FEMALE,8,NORMAL,OWNER SURRENDER,50,2,0,3,1
GRAY,FEMALE,7,NORMAL,OWNER SURRENDER,1,1,0,3,1
WHITE,MALE,9,NORMAL,STRAY,34,4,1,3,2
BLACK,FEMALE,6,ILL SEVERE,OTHER,139,0,0,1,0
OTHER,MALE,8,INJURED,STRAY,18,2,1,2,2
OTHER,FEMALE,6,NORMAL,STRAY,8,2,0,3,2
OTHER,FEMALE,7,NORMAL,STRAY,44,2,0,3,2
OTHER,FEMALE,7,NORMAL,OWNER SURRENDER,148,2,0,3,1
TABBY,MALE,7,NORMAL,STRAY,7,3,1,3,2
TABBY,FEMALE,10,NORMAL,STRAY,76,3,0,3,2
OTHER,FEMALE,5,UNDER WEIGHT,STRAY,36,2,0,5,2
TABBY,FEMALE,5,NORMAL,STRAY,24,3,0,3,2
TABBY,FEMALE,5,NORMAL,STRAY,19,3,0,3,2
BLACK,MALE,5,UNDER WEIGHT,STRAY,254,0,1,5,2
GRAY,FEMALE,12,NORMAL,OWNER SURRENDER,28,1,0,3,1
TABBY,FEMALE,6,NORMAL,STRAY,112,3,0,3,2
TABBY,FEMALE,5,UNDER WEIGHT,STRAY,83,3,0,5,2
TABBY,MALE,5,NORMAL,STRAY,12,3,1,3,2
TABBY,FEMALE,5,NORMAL,STRAY,11,3,0,3,2
TABBY,MALE,5,NORMAL,STRAY,49,3,1,3,2
TABBY,FEMALE,5,NORMAL,STRAY,7,3,0,3,2
OTHER,MALE,9,NORMAL,OWNER SURRENDER,10,2,1,3,1
TABBY,FEMALE,7,NORMAL,STRAY,60,3,0,3,2
BLACK,FEMALE,5,NORMAL,STRAY,30,0,0,3,2
OTHER,MALE,5,NORMAL,STRAY,12,2,1,3,2
BLACK,FEMALE,8,INJURED,STRAY,261,0,0,2,2
GRAY,MALE,5,UNDER WEIGHT,STRAY,61,1,1,5,2
TABBY,FEMALE,5,NORMAL,STRAY,8,3,0,3,2
OTHER,MALE,6,NORMAL,STRAY,62,2,1,3,2
OTHER,FEMALE,5,NORMAL,STRAY,6,2,0,3,2
TABBY,FEMALE,5,NORMAL,STRAY,109,3,0,3,2
OTHER,FEMALE,10,NORMAL,OWNER SURRENDER,2,2,0,3,1
OTHER,FEMALE,5,NORMAL,STRAY,30,2,0,3,2
GRAY,MALE,6,NORMAL,STRAY,14,1,1,3,2
OTHER,FEMALE,13,NORMAL,OTHER,59,2,0,3,0
BLACK,MALE,5,UNDER WEIGHT,STRAY,64,0,1,5,2
TABBY,MALE,6,NORMAL,STRAY,3,3,1,3,2
BLACK,MALE,5,NORMAL,STRAY,11,0,1,3,2
GRAY,MALE,6,NORMAL,STRAY,21,1,1,3,2
TABBY,MALE,5,NORMAL,STRAY,41,3,1,3,2
TABBY,FEMALE,9,NORMAL,STRAY,119,3,0,3,2
OTHER,MALE,5,UNDER WEIGHT,STRAY,45,2,1,5,2
GRAY,FEMALE,5,UNDER WEIGHT,STRAY,54,1,0,5,2
TABBY,FEMALE,8,OTHER,STRAY,165,3,0,4,2
GRAY,MALE,5,ILL MILD,STRAY,70,1,1,0,2
OTHER,FEMALE,5,OTHER,STRAY,18,2,0,4,2
TABBY,MALE,6,OTHER,OWNER SURRENDER,18,3,1,4,1
OTHER,MALE,7,INJURED,STRAY,15,2,1,2,2
OTHER,FEMALE,5,INJURED,OTHER,169,2,0,2,0
TABBY,FEMALE,10,NORMAL,OWNER SURRENDER,122,3,0,3,1
BLACK,FEMALE,5,NORMAL,STRAY,7,0,0,3,2
GRAY,FEMALE,5,NORMAL,STRAY,4,1,0,3,2
OTHER,FEMALE,11,NORMAL,OWNER SURRENDER,139,2,0,3,1
GRAY,MALE,7,OTHER,STRAY,7,1,1,4,2
TABBY,FEMALE,8,NORMAL,STRAY,5,3,0,3,2
BLACK,FEMALE,5,NORMAL,STRAY,5,0,0,3,2
GRAY,MALE,14,NORMAL,STRAY,37,1,1,3,2
OTHER,MALE,11,OTHER,STRAY,52,2,1,4,2
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,212,3,0,5,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,83,2,0,5,2
BLACK,FEMALE,4,UNDER WEIGHT,STRAY,37,0,0,5,2
BLACK,MALE,4,NORMAL,STRAY,16,0,1,3,2
WHITE,MALE,4,UNDER WEIGHT,STRAY,11,4,1,5,2
WHITE,FEMALE,4,NORMAL,STRAY,10,4,0,3,2
TABBY,FEMALE,4,OTHER,STRAY,42,3,0,4,2
WHITE,MALE,4,UNDER WEIGHT,STRAY,14,4,1,5,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,18,2,0,5,2
GRAY,MALE,4,ILL MILD,STRAY,11,1,1,0,2
WHITE,MALE,4,ILL MILD,STRAY,40,4,1,0,2
TABBY,MALE,4,OTHER,STRAY,32,3,1,4,2
BLACK,MALE,4,UNDER WEIGHT,STRAY,7,0,1,5,2
GRAY,FEMALE,4,NORMAL,STRAY,19,1,0,3,2
BLACK,FEMALE,4,UNDER WEIGHT,STRAY,13,0,0,5,2
OTHER,MALE,4,NORMAL,STRAY,3,2,1,3,2
WHITE,FEMALE,4,UNDER WEIGHT,STRAY,46,4,0,5,2
WHITE,FEMALE,4,UNDER WEIGHT,STRAY,184,4,0,5,2
OTHER,MALE,4,UNDER WEIGHT,STRAY,8,2,1,5,2
BLACK,FEMALE,4,NORMAL,STRAY,2,0,0,3,2
TABBY,MALE,4,NORMAL,STRAY,40,3,1,3,2
TABBY,FEMALE,4,NORMAL,STRAY,159,3,0,3,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,6,3,1,5,2
TABBY,MALE,8,ILL MILD,STRAY,130,3,1,0,2
BLACK,FEMALE,4,NORMAL,STRAY,238,0,0,3,2
TABBY,MALE,4,NORMAL,STRAY,181,3,1,3,2
TABBY,FEMALE,4,NORMAL,STRAY,210,3,0,3,2
OTHER,FEMALE,9,NORMAL,OWNER SURRENDER,43,2,0,3,1
TABBY,MALE,4,NORMAL,STRAY,192,3,1,3,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,201,2,0,5,2
WHITE,MALE,4,NORMAL,STRAY,34,4,1,3,2
TABBY,MALE,4,NORMAL,STRAY,49,3,1,3,2
OTHER,FEMALE,5,NORMAL,STRAY,49,2,0,3,2
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,0,3,0,5,2
TABBY,MALE,4,UNDER WEIGHT,OTHER,206,3,1,5,0
BLACK,FEMALE,4,NORMAL,OWNER SURRENDER,33,0,0,3,1
BLACK,MALE,4,OTHER,STRAY,85,0,1,4,2
OTHER,FEMALE,9,NORMAL,OWNER SURRENDER,140,2,0,3,1
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,7,3,0,5,2
TABBY,MALE,4,NORMAL,STRAY,136,3,1,3,2
TABBY,MALE,4,NORMAL,STRAY,8,3,1,3,2
OTHER,FEMALE,4,NORMAL,STRAY,27,2,0,3,2
TABBY,MALE,4,NORMAL,STRAY,80,3,1,3,2
OTHER,FEMALE,4,INJURED,OWNER SURRENDER,10,2,0,2,1
BLACK,MALE,4,UNDER WEIGHT,STRAY,98,0,1,5,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,112,3,1,5,2
TABBY,FEMALE,4,NORMAL,STRAY,69,3,0,3,2
TABBY,MALE,4,NORMAL,STRAY,68,3,1,3,2
TABBY,MALE,4,NORMAL,STRAY,53,3,1,3,2
BLACK,MALE,4,NORMAL,STRAY,118,0,1,3,2
OTHER,FEMALE,4,NORMAL,STRAY,100,2,0,3,2
TABBY,MALE,4,NORMAL,STRAY,61,3,1,3,2
OTHER,MALE,5,NORMAL,OWNER SURRENDER,70,2,1,3,1
GRAY,FEMALE,4,NORMAL,STRAY,83,1,0,3,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,95,3,1,5,2
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,62,3,0,5,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,73,2,0,5,2
TABBY,MALE,4,INJURED,STRAY,21,3,1,2,2
TABBY,FEMALE,4,NORMAL,STRAY,102,3,0,3,2
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,42,3,0,5,2
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,4,3,0,5,2
GRAY,MALE,4,UNDER WEIGHT,STRAY,34,1,1,5,2
TABBY,MALE,4,NORMAL,STRAY,64,3,1,3,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,74,3,1,5,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,92,3,1,5,2
BLACK,MALE,5,NORMAL,OWNER SURRENDER,56,0,1,3,1
TABBY,MALE,4,NORMAL,STRAY,64,3,1,3,2
TABBY,MALE,4,NORMAL,STRAY,102,3,1,3,2
TABBY,MALE,4,NORMAL,STRAY,71,3,1,3,2
OTHER,FEMALE,5,NORMAL,STRAY,14,2,0,3,2
GRAY,MALE,5,NORMAL,STRAY,17,1,1,3,2
WHITE,MALE,4,NORMAL,STRAY,21,4,1,3,2
BLACK,FEMALE,4,NORMAL,STRAY,34,0,0,3,2
OTHER,MALE,4,NORMAL,STRAY,20,2,1,3,2
TABBY,MALE,4,NORMAL,STRAY,32,3,1,3,2
BLACK,MALE,4,OTHER,STRAY,17,0,1,4,2
TABBY,MALE,4,OTHER,OTHER,22,3,1,4,0
TABBY,MALE,4,NORMAL,STRAY,28,3,1,3,2
GRAY,FEMALE,4,NORMAL,STRAY,30,1,0,3,2
WHITE,MALE,4,NORMAL,OWNER SURRENDER,16,4,1,3,1
GRAY,MALE,4,INJURED,STRAY,15,1,1,2,2
GRAY,FEMALE,4,NORMAL,OWNER SURRENDER,61,1,0,3,1
BLACK,FEMALE,4,NORMAL,STRAY,6,0,0,3,2
OTHER,MALE,6,NORMAL,STRAY,7,2,1,3,2
BLACK,MALE,6,NORMAL,OWNER SURRENDER,51,0,1,3,1
GRAY,FEMALE,5,NORMAL,OTHER,8,1,0,3,0
TABBY,FEMALE,5,NORMAL,STRAY,43,3,0,3,2
OTHER,MALE,5,NORMAL,OTHER,8,2,1,3,0
OTHER,FEMALE,4,ILL MILD,OTHER,21,2,0,0,0
WHITE,MALE,4,NORMAL,OTHER,1,4,1,3,0
WHITE,FEMALE,4,NORMAL,STRAY,22,4,0,3,2
WHITE,MALE,4,OTHER,STRAY,12,4,1,4,2
TABBY,MALE,4,NORMAL,STRAY,9,3,1,3,2
WHITE,FEMALE,4,NORMAL,STRAY,8,4,0,3,2
GRAY,MALE,4,NORMAL,STRAY,10,1,1,3,2
BLACK,FEMALE,3,NORMAL,STRAY,73,0,0,3,2
TABBY,FEMALE,5,NORMAL,OWNER SURRENDER,22,3,0,3,1
TABBY,MALE,5,NORMAL,STRAY,217,3,1,3,2
TABBY,FEMALE,3,NORMAL,STRAY,36,3,0,3,2
BLACK,FEMALE,3,NORMAL,STRAY,19,0,0,3,2
TABBY,FEMALE,3,NORMAL,STRAY,13,3,0,3,2
GRAY,FEMALE,6,NORMAL,OWNER SURRENDER,27,1,0,3,1
BLACK,MALE,3,NORMAL,STRAY,47,0,1,3,2
BLACK,FEMALE,10,NORMAL,OWNER SURRENDER,72,0,0,3,1
TABBY,MALE,3,OTHER,STRAY,61,3,1,4,2
TABBY,MALE,3,NORMAL,STRAY,20,3,1,3,2
OTHER,FEMALE,5,NORMAL,STRAY,184,2,0,3,2
BLACK,FEMALE,3,ILL MILD,OWNER SURRENDER,16,0,0,0,1
GRAY,FEMALE,8,NORMAL,OWNER SURRENDER,5,1,0,3,1
TABBY,FEMALE,3,NORMAL,STRAY,12,3,0,3,2
BLACK,FEMALE,8,NORMAL,OTHER,184,0,0,3,0
TABBY,FEMALE,3,NORMAL,STRAY,41,3,0,3,2
TABBY,MALE,3,NORMAL,STRAY,17,3,1,3,2
BLACK,FEMALE,3,NORMAL,STRAY,10,0,0,3,2
BLACK,FEMALE,3,NORMAL,OTHER,123,0,0,3,0
BLACK,FEMALE,3,NORMAL,STRAY,16,0,0,3,2
TABBY,FEMALE,3,NORMAL,STRAY,10,3,0,3,2
TABBY,FEMALE,3,OTHER,OTHER,21,3,0,4,0
BLACK,MALE,3,NORMAL,OTHER,21,0,1,3,0
BLACK,MALE,3,NORMAL,STRAY,34,0,1,3,2
WHITE,FEMALE,3,UNDER WEIGHT,STRAY,71,4,0,5,2
BLACK,FEMALE,3,NORMAL,STRAY,36,0,0,3,2
OTHER,MALE,3,UNDER WEIGHT,STRAY,101,2,1,5,2
BLACK,FEMALE,8,NORMAL,OTHER,19,0,0,3,0
GRAY,MALE,3,ILL SEVERE,STRAY,27,1,1,1,2
BLACK,FEMALE,3,UNDER WEIGHT,STRAY,10,0,0,5,2
GRAY,MALE,4,NORMAL,STRAY,14,1,1,3,2
TABBY,MALE,3,NORMAL,STRAY,9,3,1,3,2
TABBY,MALE,3,UNDER WEIGHT,STRAY,19,3,1,5,2
BLACK,FEMALE,3,NORMAL,STRAY,14,0,0,3,2
TABBY,MALE,3,OTHER,STRAY,25,3,1,4,2
BLACK,MALE,3,UNDER WEIGHT,STRAY,62,0,1,5,2
OTHER,MALE,3,NORMAL,STRAY,14,2,1,3,2
OTHER,MALE,3,OTHER,STRAY,14,2,1,4,2
TABBY,MALE,3,NORMAL,STRAY,27,3,1,3,2
BLACK,MALE,7,OTHER,STRAY,30,0,1,4,2
WHITE,MALE,4,NORMAL,STRAY,4,4,1,3,2
GRAY,MALE,5,NORMAL,OWNER SURRENDER,55,1,1,3,1
GRAY,MALE,4,NORMAL,OTHER,77,1,1,3,0
OTHER,FEMALE,3,NORMAL,OTHER,14,2,0,3,0
TABBY,FEMALE,3,NORMAL,STRAY,7,3,0,3,2
TABBY,MALE,4,INJURED,STRAY,6,3,1,2,2
BLACK,MALE,3,ILL MILD,STRAY,77,0,1,0,2
BLACK,FEMALE,4,NORMAL,STRAY,241,0,0,3,2
BLACK,MALE,3,NORMAL,OWNER SURRENDER,14,0,1,3,1
BLACK,MALE,3,NORMAL,OWNER SURRENDER,249,0,1,3,1
BLACK,FEMALE,11,NORMAL,STRAY,162,0,0,3,2
OTHER,MALE,2,UNDER WEIGHT,STRAY,113,2,1,5,2
TABBY,FEMALE,5,NORMAL,OTHER,125,3,0,3,0
OTHER,FEMALE,10,NORMAL,OWNER SURRENDER,102,2,0,3,1
OTHER,MALE,2,NORMAL,STRAY,4,2,1,3,2
OTHER,FEMALE,2,NORMAL,STRAY,11,2,0,3,2
TABBY,MALE,4,ILL MILD,STRAY,17,3,1,0,2
TABBY,MALE,2,NORMAL,STRAY,6,3,1,3,2
BLACK,MALE,2,UNDER WEIGHT,STRAY,53,0,1,5,2
BLACK,MALE,8,OTHER,STRAY,239,0,1,4,2
OTHER,FEMALE,3,NORMAL,OTHER,41,2,0,3,0
GRAY,FEMALE,2,NORMAL,STRAY,35,1,0,3,2
BLACK,FEMALE,2,UNDER WEIGHT,STRAY,98,0,0,5,2
TABBY,FEMALE,2,OTHER,STRAY,59,3,0,4,2
BLACK,FEMALE,3,INJURED,STRAY,85,0,0,2,2
TABBY,FEMALE,2,ILL MILD,STRAY,23,3,0,0,2
TABBY,FEMALE,2,UNDER WEIGHT,STRAY,191,3,0,5,2
BLACK,FEMALE,2,NORMAL,STRAY,77,0,0,3,2
BLACK,MALE,2,NORMAL,STRAY,30,0,1,3,2
TABBY,MALE,2,INJURED,STRAY,12,3,1,2,2
TABBY,MALE,2,NORMAL,STRAY,18,3,1,3,2
BLACK,FEMALE,2,ILL MILD,STRAY,4,0,0,0,2
WHITE,MALE,5,NORMAL,STRAY,20,4,1,3,2
TABBY,FEMALE,2,NORMAL,STRAY,133,3,0,3,2
TABBY,FEMALE,3,NORMAL,STRAY,188,3,0,3,2
BLACK,FEMALE,2,INJURED,STRAY,39,0,0,2,2
BLACK,FEMALE,2,NORMAL,STRAY,102,0,0,3,2
GRAY,MALE,2,NORMAL,STRAY,39,1,1,3,2
WHITE,FEMALE,3,ILL SEVERE,OWNER SURRENDER,116,4,0,1,1
OTHER,FEMALE,10,ILL MILD,STRAY,43,2,0,0,2
TABBY,MALE,4,INJURED,OWNER SURRENDER,29,3,1,2,1
GRAY,MALE,2,ILL SEVERE,STRAY,72,1,1,1,2
BLACK,FEMALE,3,NORMAL,STRAY,101,0,0,3,2
TABBY,FEMALE,2,INJURED,STRAY,19,3,0,2,2
GRAY,MALE,2,NORMAL,STRAY,9,1,1,3,2
OTHER,MALE,2,OTHER,OWNER SURRENDER,43,2,1,4,1
TABBY,MALE,3,NORMAL,STRAY,118,3,1,3,2
OTHER,MALE,2,NORMAL,OTHER,25,2,1,3,0
BLACK,MALE,2,UNDER WEIGHT,STRAY,84,0,1,5,2
TABBY,FEMALE,7,NORMAL,STRAY,114,3,0,3,2
GRAY,MALE,2,INJURED,STRAY,18,1,1,2,2
BLACK,MALE,2,NORMAL,STRAY,6,0,1,3,2
BLACK,MALE,2,ILL MILD,STRAY,54,0,1,0,2
TABBY,FEMALE,2,NORMAL,STRAY,3,3,0,3,2
TABBY,FEMALE,2,UNDER WEIGHT,STRAY,6,3,0,5,2
BLACK,FEMALE,3,ILL MILD,STRAY,81,0,0,0,2
TABBY,FEMALE,2,UNDER WEIGHT,OTHER,32,3,0,5,0
BLACK,FEMALE,2,UNDER WEIGHT,STRAY,30,0,0,5,2
TABBY,MALE,2,UNDER WEIGHT,OTHER,33,3,1,5,0
OTHER,FEMALE,9,ILL MILD,OWNER SURRENDER,171,2,0,0,1
TABBY,MALE,8,NORMAL,OWNER SURRENDER,25,3,1,3,1
TABBY,MALE,3,INJURED,STRAY,22,3,1,2,2
OTHER,MALE,9,NORMAL,STRAY,113,2,1,3,2
TABBY,MALE,5,OTHER,STRAY,27,3,1,4,2
WHITE,MALE,2,NORMAL,STRAY,6,4,1,3,2
BLACK,FEMALE,4,NORMAL,OWNER SURRENDER,181,0,0,3,1
BLACK,MALE,4,NORMAL,OWNER SURRENDER,21,0,1,3,1
BLACK,MALE,4,INJURED,STRAY,48,0,1,2,2
GRAY,FEMALE,2,NORMAL,OWNER SURRENDER,38,1,0,3,1
OTHER,FEMALE,4,OTHER,OWNER SURRENDER,6,2,0,4,1
GRAY,MALE,6,OTHER,STRAY,25,1,1,4,2
TABBY,MALE,4,NORMAL,OWNER SURRENDER,44,3,1,3,1
BLACK,FEMALE,2,NORMAL,STRAY,112,0,0,3,2
TABBY,FEMALE,4,NORMAL,OWNER SURRENDER,2,3,0,3,1
OTHER,FEMALE,12,OTHER,OWNER SURRENDER,26,2,0,4,1
GRAY,MALE,5,NORMAL,STRAY,31,1,1,3,2
TABBY,FEMALE,3,OTHER,STRAY,20,3,0,4,2
GRAY,MALE,1,UNDER WEIGHT,STRAY,39,1,1,5,2
OTHER,MALE,8,ILL MILD,STRAY,18,2,1,0,2
BLACK,FEMALE,2,NORMAL,OTHER,14,0,0,3,0
BLACK,MALE,2,NORMAL,OTHER,14,0,1,3,0
TABBY,FEMALE,1,UNDER WEIGHT,STRAY,97,3,0,5,2
OTHER,FEMALE,1,UNDER WEIGHT,STRAY,96,2,0,5,2
WHITE,FEMALE,1,UNDER WEIGHT,STRAY,98,4,0,5,2
TABBY,FEMALE,4,OTHER,OTHER,75,3,0,4,0
OTHER,MALE,1,NORMAL,STRAY,56,2,1,3,2
BLACK,FEMALE,2,NORMAL,STRAY,8,0,0,3,2
TABBY,FEMALE,1,UNDER WEIGHT,STRAY,87,3,0,5,2
BLACK,FEMALE,3,OTHER,OWNER SURRENDER,68,0,0,4,1
OTHER,MALE,5,ILL SEVERE,STRAY,105,2,1,1,2
TABBY,MALE,4,NORMAL,OTHER,37,3,1,3,0
OTHER,FEMALE,8,ILL SEVERE,OTHER,38,2,0,1,0
OTHER,FEMALE,1,UNDER WEIGHT,STRAY,9,2,0,5,2
WHITE,FEMALE,1,NORMAL,STRAY,7,4,0,3,2
BLACK,FEMALE,1,NORMAL,STRAY,104,0,0,3,2
TABBY,MALE,3,NORMAL,STRAY,40,3,1,3,2
GRAY,MALE,3,NORMAL,OTHER,30,1,1,3,0
GRAY,MALE,3,NORMAL,OWNER SURRENDER,27,1,1,3,1
GRAY,MALE,1,NORMAL,STRAY,6,1,1,3,2
BLACK,MALE,5,ILL SEVERE,STRAY,114,0,1,1,2
BLACK,FEMALE,1,NORMAL,STRAY,9,0,0,3,2
BLACK,MALE,1,INJURED,STRAY,36,0,1,2,2
OTHER,FEMALE,1,UNDER WEIGHT,STRAY,27,2,0,5,2
TABBY,MALE,1,UNDER WEIGHT,STRAY,9,3,1,5,2
OTHER,FEMALE,1,ILL MILD,STRAY,13,2,0,0,2
TABBY,MALE,2,OTHER,OWNER SURRENDER,98,3,1,4,1
TABBY,MALE,3,ILL MILD,STRAY,3,3,1,0,2
TABBY,MALE,1,NORMAL,STRAY,7,3,1,3,2
WHITE,FEMALE,3,INJURED,STRAY,42,4,0,2,2
TABBY,FEMALE,1,ILL MILD,STRAY,17,3,0,0,2
TABBY,MALE,6,NORMAL,OTHER,32,3,1,3,0
BLACK,FEMALE,1,ILL MILD,STRAY,23,0,0,0,2
OTHER,FEMALE,1,UNDER WEIGHT,STRAY,1,2,0,5,2
GRAY,FEMALE,3,ILL MILD,STRAY,31,1,0,0,2
WHITE,MALE,1,NORMAL,STRAY,70,4,1,3,2
TABBY,FEMALE,1,OTHER,STRAY,13,3,0,4,2
GRAY,FEMALE,1,ILL MILD,STRAY,148,1,0,0,2
BLACK,MALE,1,INJURED,STRAY,74,0,1,2,2
WHITE,FEMALE,3,ILL MILD,STRAY,5,4,0,0,2
TABBY,MALE,1,OTHER,STRAY,133,3,1,4,2
OTHER,FEMALE,3,NORMAL,STRAY,72,2,0,3,2
BLACK,FEMALE,1,NORMAL,OTHER,37,0,0,3,0
WHITE,MALE,1,UNDER WEIGHT,STRAY,59,4,1,5,2
BLACK,FEMALE,1,NORMAL,STRAY,120,0,0,3,2
BLACK,MALE,1,NORMAL,STRAY,90,0,1,3,2
