Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A635897,*TINA,CAT,WHITE,CALICO,Spayed,2019-07-08,4.0,2019-12-11,NORMAL,STRAY,OTC,,2019-12-15,"300 BLK CHESTNUT AVE. LB, CA 90802",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A636297,WANDA,CAT,BLACK,WHITE,Spayed,2011-11-16,12.0,2019-11-16,NORMAL,STRAY,OTC,,2020-02-25,"5300 BLK E MONLACO RD, LONG BEACH, CA 90808",DISTRICT5,ADOPTION,REFERRAL,Alive on Intake,FALSE,1
A636317,*SWANSON,CAT,ORG TABBY,WHITE,Neutered,2019-08-17,4.0,2019-11-16,NORMAL,STRAY,OTC,,2020-01-03,"6600 BLK ORIZABA AVE, LONG BEACH, CA 90805",DISTRICT9,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A636650,NIXON,CAT,BLACK,,Neutered,2019-09-24,4.0,2019-11-24,NORMAL,STRAY,OTC,,2020-02-26,"16900 BLK ERIC AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A637530,*EDISON,CAT,ORG TABBY,WHITE,Neutered,2018-12-13,4.0,2019-12-13,NORMAL,STRAY,FIELD,,2020-01-02,"2000 STEVELY AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A637542,TOKA,CAT,BLACK,,Neutered,2019-08-14,4.0,2019-12-14,NORMAL,STRAY,OTC,,2020-01-08,"3100 BLK E. CORTO PL LONG BEACH, CA 90803",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A637562,DOLLY,CAT,TORTIE,,Spayed,2015-12-14,7.0,2019-12-14,BEHAVIOR  MILD,OWNER SURRENDER,OTC,AGG ANIMAL,2020-01-09,"600 BLK E. 1ST ST. LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A637976,LOKI,CAT,ORANGE,WHITE,Neutered,2014-12-28,8.0,2019-12-28,INJURED  MILD,STRAY,OTC,,2020-01-10,"500 BLK E ADAMS ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A638004,*CASH,CAT,GRAY TABBY,WHITE,Neutered,2018-06-29,5.0,2019-12-29,INJURED  MILD,STRAY,OTC,,2020-01-09,"6400 BLK ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A638095,*SMOKEY,CAT,GRAY,WHITE,Neutered,2018-01-04,5.0,2020-01-02,NORMAL,STRAY,FIELD,,2020-01-15,"18700 BLK DEL RIO, CE 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A638559,*TULIP,CAT,GRAY TABBY,,Spayed,2019-07-15,4.0,2020-01-15,ILL MILD,STRAY,OTC,,2020-01-29,"1400 BLK WARREN AVE, LONG BEACH CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A638559,*TULIP,CAT,GRAY TABBY,,Spayed,2019-07-15,4.0,2020-01-30,BEHAVIOR  MILD,RETURN,ADOPTION,AGG PEOPLE,2020-01-31,"11600 BLK E 16TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A638559,*TULIP,CAT,GRAY TABBY,,Spayed,2019-07-15,4.0,2020-02-05,NORMAL,RETURN,ADOPTION,AGG PEOPLE,2020-02-19,"11000 BLK MARBEL AVE, DOWNEY, CA 90241",SEAACA,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A638559,*TULIP,CAT,GRAY TABBY,,Spayed,2019-07-15,4.0,2020-03-06,NORMAL,RETURN,ADOPTION,NOFRIENDLY,2020-03-19,"8000 BLK E RING ST, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A638879,*YOWZA,CAT,GRAY TABBY,,Neutered,2015-01-22,8.0,2020-01-22,NORMAL,STRAY,FIELD,,2020-02-02,"6200 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A639482,*APRICOT,CAT,CALICO DIL,,Spayed,2019-06-05,4.0,2020-02-05,NORMAL,STRAY,OTC,,2020-02-16,"1400 BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A639570,*ABIGAIL,CAT,BROWN,,Spayed,2019-02-06,4.0,2020-02-06,NORMAL,STRAY,OTC,,2020-03-07,"1200 BLK N BELLFLOWER BLVD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A639576,SHADOW,CAT,GRAY,WHITE,Neutered,2019-12-06,3.0,2020-02-06,NORMAL,STRAY,OTC,,2020-02-15,"3700 BLK ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A639577,BUNNY,CAT,GRAY,WHITE,Neutered,2019-12-06,3.0,2020-02-06,NORMAL,STRAY,OTC,,2020-02-15,"3700 BLK ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A639645,*BONNIE,CAT,BLACK,,Female,2019-10-08,4.0,2020-02-08,NORMAL,STRAY,OTC,,2020-03-07,"2200 BLK EUCLID AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A640411,*JAKEY,CAT,BRN TABBY,,Neutered,2019-04-24,4.0,2020-02-24,ILL MILD,STRAY,FIELD,,2020-03-06,"500 BLK CHESTNUT AVE, LB 90802",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A640467,*CHUNKY MONKEY,CAT,ORG TABBY,,Neutered,2018-02-27,5.0,2020-02-27,NORMAL,STRAY,OTC,,2020-03-11,"300 BLK E ESTHER ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PROMOTION,Alive on Intake,FALSE,1
A640629,SIMON,CAT,BLUE PT,,Neutered,2012-03-02,11.0,2020-03-02,NORMAL,CONFISCATE,OWNER DIED,,2020-03-21,"200 BLK E 9TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A640974,*STAR,CAT,SEAL PT,,Neutered,2019-03-11,4.0,2020-03-11,NORMAL,STRAY,OTC,,2020-03-21,"800 BLK ALAMITOS AVE, LONG BEACH, CA  90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A640982,CHIPPY,CAT,BRN TABBY,WHITE,Spayed,2019-03-11,4.0,2020-03-17,NORMAL,RETURN,RTF,,2020-03-18,"5500 BLK PARKCREST ST, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A642221,NYLI,CAT,BRN TABBY,WHITE,Spayed,2018-04-28,5.0,2020-04-29,NORMAL,OWNER SURRENDER,OTC,MOVE,2020-07-17,"1000 BLK E OCEAN BLVD, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A642348,LILY,CAT,GRAY,WHITE,Spayed,2019-05-02,4.0,2020-05-02,FRACTIOUS,STRAY,OTC,,2020-05-12,"2610 N LAKEWOOD BLVD, LONG BEACH CA 90815",LONG BEACH,ADOPTION,REFERRAL,Alive on Intake,FALSE,1
A642511,BUTTONS,CAT,BRN TABBY,CALICO,Spayed,2020-03-12,3.0,2022-07-20,NORMAL,OWNER SURRENDER,OTC,ABANDON,2022-07-28,"11000 NORGROVE LN, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A642647,*DAVID,CAT,CREAM PT,,Male,2020-04-01,3.0,2020-05-13,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-17,"20000 RHODA CIR, CERRITOS, CA 90703",CERRITOS,ADOPTION,,Alive on Intake,FALSE,1
A643802,*TRINITY,CAT,GRAY TABBY,,Spayed,2017-06-13,6.0,2020-06-17,NORMAL,STRAY,OTC,,2020-08-08,"5600 E LOS SANTOS DR, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A643804,*NEO,CAT,GRAY TABBY,BRN TABBY,Spayed,2020-05-02,3.0,2020-06-17,UNDER AGE/WEIGHT,STRAY,OTC,,2020-07-22,"5600 E LOS SANTOS DR, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A643805,*SCOOTER,CAT,BRN TABBY,WHITE,Neutered,2020-05-02,3.0,2020-06-17,UNDER AGE/WEIGHT,STRAY,OTC,,2020-07-25,"5600 E LOS SANTOS DR, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A644147,GIZMO,CAT,GRAY,,Neutered,2012-08-01,11.0,2020-06-20,NORMAL,STRAY,OTC,,2020-08-02,"13500 BLK FELSON ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A644256,*TONKA TOY,CAT,ORG TABBY,,Neutered,2020-04-22,3.0,2020-06-22,NORMAL,STRAY,FIELD,,2020-06-28,"1500 W SUMMIT ST, LONG BEACH,CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A644404,LEON,CAT,ORANGE,,Neutered,2005-12-25,17.0,2020-06-25,AGED,OWNER SURRENDER,OTC,OWNER PROB,2020-07-15,"1800 BLK TERMINO AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A644456,JACK,CAT,BLACK,,Neutered,2020-04-26,3.0,2020-06-26,NORMAL,STRAY,OTC,,2020-08-16,"400 BLK E ARBOR ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A644457,*DASH,CAT,BLACK,WHITE,Neutered,2020-04-26,3.0,2020-06-26,NORMAL,STRAY,OTC,,2020-08-12,"400 BLK E ARBOR ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A644459,*VIOLET,CAT,TORTIE,,Spayed,2020-04-26,3.0,2020-06-26,NORMAL,STRAY,OTC,,2020-07-24,"400 BLK E ARBOR ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A644527,*LIAM,CAT,BRN TABBY,WHITE,Neutered,2013-06-27,10.0,2020-06-27,NORMAL,STRAY,FIELD,,2020-09-10,"1500 E 3RD ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A644575,*TINO,CAT,BLACK,WHITE,Neutered,2020-02-07,3.0,2020-06-28,NORMAL,STRAY,OTC,,2020-07-10,"100 BLK W 52ND ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A644684,*BEANS,CAT,WHITE,BLACK,Female,2020-05-12,3.0,2020-07-02,NORMAL,STRAY,OTC,,2020-09-10,"6500 HAMMOND AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A644710,*FRENCH FRY,CAT,BRN TABBY,,Neutered,2020-01-02,3.0,2020-07-02,NORMAL,STRAY,OTC,,2020-08-02,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A645173,*ROMEO,CAT,GRAY TABBY,,Neutered,2016-02-27,7.0,2021-02-11,INJURED  SEVERE,STRAY,FIELD,,2021-04-22,"3200 BLK LEWIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A645267,*MURPHY,CAT,ORG TABBY,,Neutered,2020-02-09,3.0,2020-07-09,NORMAL,STRAY,OTC,,2020-07-16,"8100 BLK MARINA PACIFICA DR N, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A645311,*MARCELA,CAT,TORTIE,,Spayed,2020-04-10,3.0,2020-07-10,NORMAL,STRAY,TRAP,,2020-07-16,"4500 BLK E CARSON ST, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A646034,HARO,CAT,BRN TABBY,,Neutered,2017-07-22,6.0,2020-07-23,NORMAL,OWNER SURRENDER,OTC,OWNER DIED,2020-08-28,"1400 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A646149,*TOOTSIE,CAT,GRAY,WHITE,Neutered,2020-05-24,3.0,2020-07-24,NORMAL,STRAY,TRAP,,2020-08-05,"3000 BLK ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A647093,*HOPE,CAT,GRAY TABBY,WHITE,Spayed,2019-08-12,4.0,2020-08-12,NORMAL,STRAY,FIELD,,2020-08-28,"1600 BLK GARDENIA AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A647418,*EARL GREY,CAT,GRAY TABBY,,Neutered,2020-06-19,3.0,2020-08-19,NORMAL,STRAY,OTC,,2020-09-05,"1600 SURFSIDE AVE, SEAL BEACH, CA 90743",SEAL BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A647744,*LILY,CAT,WHITE,GRAY,Spayed,2019-08-26,4.0,2020-08-26,ILL MODERATETE,STRAY,FIELD,,2020-09-20,"600 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A647745,*JOHNNY BRAVO,CAT,WHITE,GRAY,Neutered,2015-08-26,8.0,2020-08-26,ILL MODERATETE,STRAY,FIELD,,2021-02-25,"600 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A647789,*LUNA,CAT,BLACK,WHITE,Spayed,2020-01-27,3.0,2020-08-27,NORMAL,OWNER SURRENDER,OTC,NO TIME,2020-09-16,"700 BLK MOLINO AVE. LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A647848,*JAZZY,CAT,GRAY,WHITE,Spayed,2017-08-27,6.0,2020-08-27,NORMAL,WELFARE SEIZED,EVICTION,,2020-09-11,"3300 BLK E ANDY ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A648243,*ALEX,CAT,GRAY,WHITE,Neutered,2018-09-03,5.0,2020-09-03,FRACTIOUS,STRAY,TRAP,,2020-09-16,"1100 BLK LOCUST AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A648583,*QUILL,CAT,GRAY TABBY,WHITE,Neutered,2020-07-10,3.0,2020-09-10,NORMAL,STRAY,OTC,,2020-10-14,"3000 BLK BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A648755,OLIVER,CAT,GRAY TABBY,,Neutered,2020-02-07,3.0,2020-07-31,NORMAL,STRAY,OTC,,2020-08-06,"6500 BLK WALNUT AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A649112,*DIAMOND,CAT,GRAY TABBY,,Spayed,2020-07-18,3.0,2020-09-18,NORMAL,STRAY,OTC,,2020-10-22,"4100 BLK DEL MAR AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A649453,CHARLIE GEORGE SHIPPEE,CAT,CRM TIGER,,Neutered,2017-08-12,6.0,2020-08-12,INJURED  MILD,STRAY,FIELD,,2020-08-19,"5700 BLK CEDAR AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A649512,*SAMMY,CAT,WHITE,GRAY,Spayed,2020-07-19,3.0,2020-10-03,INJURED  MILD,STRAY,OTC,,2020-10-23,"5000 BLK LEMON AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A649515,*ALMOND JOY,CAT,BLACK,,Spayed,2020-07-30,3.0,2020-09-30,UNDER AGE/WEIGHT,STRAY,TRAP,,2021-07-10,"5300 BLK E WARDLOW RD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A649586,*MARIO,CAT,BLACK,WHITE,Neutered,2015-10-01,8.0,2020-10-01,BEHAVIOR  MODERATE,STRAY,FIELD,,2020-11-21,"3200 BLK E 4TH ST, LB 90814",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A650081,*BELLE,CAT,BRN TABBY,,Spayed,2020-07-28,3.0,2020-10-14,NORMAL,STRAY,OTC,,2020-11-04,"4600 BLK ORANGE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A650082,*JASMINE,CAT,CALICO TAB,,Spayed,2020-07-28,3.0,2020-10-14,NORMAL,STRAY,OTC,,2020-11-04,"4600 BLK ORANGE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A650089,HARLEY,CAT,BLACK,WHITE,Spayed,2015-10-14,8.0,2020-10-14,NORMAL,CONFISCATE,OWNER DIED,,2020-10-25,"6500 BLK CALIFORNIA AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A650104,*BAT,CAT,BLACK,,Neutered,2020-01-14,3.0,2020-10-14,NORMAL,STRAY,OTC,,2020-11-19,"1400 BLK TEMPLE AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A650138,*PRECIOUS,CAT,BLACK,,Male,2014-10-15,9.0,2020-10-15,FRACTIOUS,STRAY,FIELD,,2020-11-07,"2400 BLK PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A650222,*NESSIE,CAT,BLK SMOKE,,Spayed,2020-03-27,3.0,2020-10-17,NORMAL,STRAY,OTC,,2021-02-25,"2500 BLK FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A650381,*SAWYER,CAT,BLACK,,Neutered,2020-07-16,3.0,2020-10-22,NORMAL,STRAY,OTC,,2021-01-13,"6800 BLK E SEPTIMO ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A650417,*CARROT,CAT,TAN,WHITE,Neutered,2020-07-23,3.0,2020-10-23,NORMAL,STRAY,OTC,,2020-11-01,"2000 BLK ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A650444,*HUTCH,CAT,BLACK,WHITE,Neutered,2020-08-24,3.0,2020-10-24,NORMAL,STRAY,OTC,,2020-11-25,"3700 BLK IROQUOIS AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A650572,*SAINT,CAT,WHITE,BLACK,Neutered,2020-07-28,3.0,2020-10-31,NORMAL,STRAY,OTC,,2020-11-11,"1000 BLK WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A650620,*DESI,CAT,WHITE,GRAY,Spayed,2020-09-03,3.0,2020-10-30,UNDER AGE/WEIGHT,STRAY,OTC,,2020-12-05,"12000 BLK MILES ST, CERRITOS CA 90703",CERRITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A650869,*PRINCE HARRY,CAT,BRN TABBY,WHITE,Neutered,2017-11-04,6.0,2020-11-04,NORMAL,STRAY,OTC,,2020-11-24,"200 BLK CORONA AVE, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A650932,*YOYO,CAT,BLACK,,Neutered,2020-09-20,3.0,2020-11-05,UNDER AGE/WEIGHT,STRAY,OTC,,2020-11-15,"1200 BLK E 166TH ST CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A650949,*KIARA,CAT,GRAY,TORTIE DIL,Spayed,2020-07-05,3.0,2020-11-05,NORMAL,STRAY,OTC,,2020-11-13,"1600 BLK GOLDFIELD AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A650950,*NALA,CAT,CALICO,,Spayed,2020-07-05,3.0,2020-11-05,NORMAL,STRAY,OTC,,2020-11-28,"1600 BLK GOLDFIELD AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A650978,FRANKY,CAT,GRAY,,Neutered,2020-05-15,3.0,2020-07-30,NORMAL,RETURN,RTF,,2020-08-13,"6800 BLK WHITE AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A651055,*DOBBY,CAT,BLUE PT,,Neutered,2013-11-06,10.0,2020-11-06,ILL MODERATETE,STRAY,FIELD,,2021-01-23,"1400 E JACKSON ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A651730,*ARCHIE,CAT,WHITE,GRAY,Neutered,2019-11-20,3.0,2020-11-20,NORMAL,STRAY,OTC,,2020-12-05,"1500 BLK LOCUST AVE, LONG BEACH CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A651802,*DOUG,CAT,ORANGE,,Male,2020-11-01,3.0,2020-11-22,UNDER AGE/WEIGHT,STRAY,OTC,,2021-01-23,"200 GRANADA AVE, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A652018,*CANDY CANE,CAT,BLACK,WHITE,Spayed,2020-10-02,3.0,2020-12-02,FRACTIOUS,STRAY,TRAP,,2020-12-16,"16900 VALLEY VIEW AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,FOLBA,Alive on Intake,FALSE,1
A652139,*RUDOLPH,CAT,BLACK,WHITE,Neutered,2020-07-09,3.0,2020-12-09,NORMAL,STRAY,OTC,,2020-12-16,"1800 BLK ROSE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,FOLBA,Alive on Intake,FALSE,1
A652164,*GREYWORM,CAT,BLACK,BROWN,Neutered,2020-09-10,3.0,2020-12-10,ILL MILD,STRAY,OTC,,2021-01-09,"1900 E 19TH ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A652231,GRACIE,CAT,BRN TABBY,,Spayed,2019-12-13,3.0,2020-12-13,INJURED  MILD,STRAY,FIELD,,2020-12-23,"1000 BLK N NORMAN CT, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,FOLBA,Alive on Intake,FALSE,1
A652293,*SESAME,CAT,GRAY TABBY,,Spayed,2018-12-30,4.0,2020-12-30,BEHAVIOR  MILD,STRAY,OTC,,2021-01-03,"400 N BELLFLOWER BLVD, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A652441,*LUCY,CAT,BRN TABBY,,Spayed,2020-08-20,3.0,2020-12-20,NORMAL,STRAY,OTC,,2021-01-06,"3000 BLK THOR AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A652442,*LINUS,CAT,BRN TABBY,,Neutered,2020-07-20,3.0,2020-12-20,NORMAL,STRAY,OTC,,2021-01-10,"3000 BLK THOR AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A653052,*SPARKLE,CAT,GRAY,,Spayed,2019-07-10,4.0,2021-01-10,NORMAL,STRAY,OTC,,2021-01-23,"10800 BLK LOS ALAMITOS BLVD, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A653053,*WHISKERS,CAT,BLACK,WHITE,Neutered,,,2021-01-21,NORMAL,STRAY,OTC,,2021-01-27,"2700 BLK N BELLFLOWER BLVD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A653740,*CHUNG LI,CAT,SEAL PT,,Spayed,2019-02-06,4.0,2021-02-06,NORMAL,STRAY,OTC,,2021-02-25,"3000 BLK EASY AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A653934,*LOVE BUG,CAT,BRN TABBY,,Spayed,2020-02-11,3.0,2021-02-11,NORMAL,STRAY,FIELD,,2021-02-17,"4100 BLK N BUSINESS ST, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A653973,*SUNDAY,CAT,TORTIE,,Spayed,2020-09-13,3.0,2021-02-12,NORMAL,STRAY,OTC,,2021-02-17,"5400 BLK PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A654323,MISTER,CAT,GRAY,,Neutered,2011-02-21,12.0,2021-02-21,NORMAL,OWNER SURRENDER,OTC,,2021-03-05,"2700 BLK E 19TH ST, SIGNAL HILL CA 90755",SIGNAL HILL,ADOPTION,WEB,Alive on Intake,FALSE,1
A654324,PINKY,CAT,WHITE,,Spayed,2013-02-21,10.0,2021-02-21,NORMAL,OWNER SURRENDER,OTC,,2021-03-05,"2700 BLK E 19TH ST, SIGNAL HILL CA 90755",SIGNAL HILL,ADOPTION,WEB,Alive on Intake,FALSE,1
A654672,*JENNIE,CAT,TORTIE,,Spayed,2020-03-05,3.0,2021-03-05,NORMAL,STRAY,OTC,,2021-05-22,"1400 BLK MARTIN LUTHER KING JR. LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A654676,*FINNEGAN,CAT,BLACK,WHITE,Neutered,2021-01-05,2.0,2021-03-06,NORMAL,STRAY,OTC,,2021-03-12,"200 BLK PARK AVE, LONG BEACH CA 90803",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A654677,*GOLDIE,CAT,WHITE,CHOC PT,Spayed,2021-01-05,2.0,2021-03-06,NORMAL,STRAY,OTC,,2021-03-12,"200 BLK PARK AVE, LONG BEACH CA 90803",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A654678,SESAME,CAT,SEAL PT,TAN,Spayed,2021-01-05,2.0,2021-03-06,NORMAL,STRAY,OTC,,2021-03-12,"200 BLK PARK AVE, LONG BEACH CA 90803",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A655125,*MARIGOLD,CAT,CALICO TAB,,Spayed,2020-03-19,3.0,2021-03-19,NORMAL,STRAY,OTC,,2021-03-27,"2250 PINE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
